year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1956-57,16,0,0,0,0,SJHL,2,Saskatoon Quakers,0
1957-58,17,2,58,2,0,SJHL,49,Saskatoon Quakers,4
1958-59,18,0,150,23,0,SJHL,48,Saskatoon Quakers,23
1959-60,19,11,136,42,0,SJHL,58,Saskatoon Quakers,53
1960-61,20,4,123,15,0,WHL,66,Calgary Stampeders,19
1961-62,21,0,172,19,0,AHL,70,Buffalo Bisons,19
1962-63,22,3,196,12,0,AHL,65,Buffalo Bisons,15
1963-64,23,4,193,22,0,AHL,70,Buffalo Bisons,26
1964-65,24,5,197,6,0,AHL,72,Buffalo Bisons,11
1965-66,25,9,153,28,0,AHL,70,Buffalo Bisons,37
