pim,team,assists,plus_minus,points,league,games_played,year,age,goals
63,Sudbury Walden Reps,21,0,41,NOHA,28,1984-85,16,20
178,Hamilton Steelhawks,4,0,8,OHL,56,1985-86,17,4
142,2 Teams,16,0,27,OHL,56,1986-87,18,11
52,Belleville Bulls,5,0,10,OHL,21,1986-87,18,5
90,North Bay Centennials,11,0,17,OHL,35,1986-87,18,6
36,Utica Devils,0,0,0,AHL,3,1987-88,19,0
147,2 Teams,29,0,42,OHL,55,1987-88,19,13
44,North Bay Centennials,2,0,3,OHL,9,1987-88,19,1
103,Belleville Bulls,27,0,39,OHL,46,1987-88,19,12
152,Utica Devils,4,0,10,AHL,62,1988-89,20,6
15,Nashville Knights,0,0,0,ECHL,3,1989-90,21,0
0,Syracuse Crunch,0,0,0,AHL,2,1996-97,28,0
34,Hannover Scorpions,0,0,1,Germany,19,1997-98,29,1
44,Hershey Bears,1,0,1,AHL,25,1998-99,30,0
75,London Knights,4,0,7,Britain,22,1998-99,30,3
