game_winning_goals,takeaways,plus_minus,shots,faceoff_loses,shorthanded_assists,games_played,assists,faceoff_wins,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,pim,league,shotsPercentage,power_play_assists,hits,faceoff_percentage,blocks,age,total_shots,average_ice_time,awards,points,giveaways,even_strength_goals,total_ice_time,team
1,36,-17,126,0,0,81,21,0,2008-09,8,0,6,3,56,NHL,4.8,13,90,0,114,19,295,23:50,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-17'}, {'link': '/awards/voting-2009.html#calder', 'name': 'Calder-5'}]",27,75,3,1930,LAK
5,19,20,142,0,0,82,43,0,2009-10,21,0,16,9,54,NHL,11.3,22,155,0,75,20,315,24:59,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-3'}, {'link': '/awards/nhl_all_star.html#2010', 'name': None}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-17'}, {'link': '/awards/voting-2010.html#norris', 'name': 'Norris-3'}]",59,69,7,2048,LAK
3,22,13,139,0,0,76,29,0,2010-11,19,0,11,5,68,NHL,7.9,10,137,0,101,21,341,25:39,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2011.html#norris', 'name': 'Norris-10'}]",40,77,6,1949,LAK
3,26,-2,168,0,0,77,26,0,2011-12,16,0,10,3,69,NHL,6.0,10,122,0,70,22,354,24:54,"[{'link': '/awards/voting-2012.html#AS', 'name': 'AS-21'}]",36,65,7,1917,LAK
0,9,4,114,0,0,0,16,0,2012-13,9,0,6,3,36,NHL,5.3,7,128,0,46,23,260,26:24,"[{'link': '/awards/voting-2013.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-2013.html#norris', 'name': 'Norris-9'}]",22,36,3,1267,LAK
2,16,17,177,0,1,78,27,0,2013-14,16,0,10,6,64,NHL,5.6,10,180,0,91,24,401,25:43,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2014.html#norris', 'name': 'Norris-6'}]",37,82,4,2006,LAK
2,12,3,219,1,1,82,39,0,2014-15,22,0,7,1,56,NHL,3.2,16,152,0.0,144,25,450,29:00,"[{'link': '/awards/voting-2015.html#AS', 'name': 'AS-3'}, {'link': '/awards/nhl_all_star.html#2015', 'name': None}, {'link': '/awards/voting-2015.html#hart', 'name': 'Hart-17'}, {'link': '/awards/voting-2015.html#norris', 'name': 'Norris-2'}]",46,80,6,2378,LAK
3,10,24,197,0,1,82,37,0,2015-16,21,1,14,9,52,NHL,7.1,15,125,0,105,26,431,28:01,"[{'link': '/awards/nhl_all_star.html#2016', 'name': None}, {'link': '/awards/voting-2016.html#hart', 'name': 'Hart-11'}, {'link': '/awards/norris.html#2016', 'name': None}]",51,97,4,2297,LAK
1,24,8,181,0,1,0,32,1,2016-17,17,0,12,5,46,NHL,6.6,14,129,100.0,109,27,365,27:09,"[{'link': '/awards/voting-2017.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2017.html#norris', 'name': 'Norris-7'}]",44,86,7,2226,LAK
