giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,8,0,19,0,0,12,0,0,0,,LAK,0,0,[],0.0,0,0,-5,0,0,0,1997-98,0,,0,6,0,0
0,NHL,66,1,20,0,0,87,21,0,3,970,LAK,0,0,[],10.3,5,12,-10,9,0,1,1998-99,0,14:42,3,44,0,9
0,NHL,82,3,21,0,0,138,21,0,1,1332,NYI,0,0,[],8.0,8,10,0,11,0,2,1999-00,0,16:15,1,80,0,9
0,NHL,78,0,22,0,0,121,16,0,0,1044,FLA,0,0,[],5.0,6,10,-22,6,0,0,2000-01,0,13:23,0,106,1,9
0,NHL,80,0,23,0,0,153,29,0,4,1447,FLA,0,0,[],5.9,5,20,-16,9,0,1,2001-02,0,18:05,3,98,1,15
0,NHL,81,6,24,0,0,240,65,0,11,1784,FLA,0,0,[],15.0,20,29,-17,36,0,3,2002-03,0,22:02,13,79,0,18
0,NHL,82,8,25,0,0,280,58,0,16,1852,FLA,0,0,[],9.3,16,32,-16,26,0,2,2003-04,0,22:35,8,81,0,16
0,NHL,82,9,27,0,0,351,89,0,23,1680,FLA,0,0,[],10.8,23,51,14,38,0,1,2005-06,0,20:29,14,88,0,28
0,NHL,82,8,28,0,0,351,91,0,19,1684,FLA,0,0,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2007.html#selke', 'name': 'Selke-31'}]",11.1,29,52,18,39,0,1,2006-07,0,20:32,9,78,0,33
43,NHL,82,5,29,534,563,341,71,78,15,1632,FLA,30,43.1,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-83'}]",10.0,16,37,-19,34,404,0,2007-08,25,19:54,18,67,0,22
43,NHL,76,3,30,539,395,236,57,72,11,1435,TOT,38,43.4,[],12.3,18,28,-12,29,413,2,2008-09,23,18:53,9,67,0,17
33,NHL,57,2,30,426,281,169,42,48,10,1035,PHX,20,42.2,[],12.4,13,21,-5,21,311,2,2008-09,14,18:10,6,49,0,11
10,NHL,19,1,30,113,114,67,15,24,1,400,CGY,18,47.4,[],11.9,5,7,-7,8,102,0,2008-09,9,21:03,3,18,0,6
63,NHL,82,3,31,493,429,236,50,110,12,1465,TOT,39,49.3,[],6.4,12,35,3,15,480,0,2009-10,38,17:52,3,75,0,23
49,NHL,56,2,31,375,297,162,35,57,7,1036,CGY,30,49.3,[],6.8,9,24,2,11,364,0,2009-10,18,18:30,2,53,0,17
14,NHL,26,1,31,118,132,74,15,53,5,429,NYR,9,49.6,[],5.4,3,11,1,4,116,0,2009-10,20,16:29,1,22,0,6
45,NHL,79,1,32,613,368,208,54,56,14,1404,CGY,54,47.4,[],8.2,12,37,-17,17,552,0,2010-11,35,17:47,5,44,0,23
60,NHL,82,5,33,713,346,223,61,53,15,1555,CGY,55,46.5,[],10.3,14,38,-12,23,620,0,2011-12,31,18:58,9,54,0,23
17,NHL,45,0,34,329,176,85,14,91,1,771,WPG,14,47.7,[],8.2,7,7,-19,7,300,0,2012-13,27,17:08,0,14,0,6
30,NHL,82,1,35,718,293,171,43,120,6,1396,WPG,20,46.0,[],10.5,16,25,-8,18,612,0,2013-14,45,17:01,2,62,0,19
11,NHL,62,1,36,196,182,110,10,64,0,822,TOT,11,40.4,[],3.6,4,6,6,4,133,0,2014-15,19,13:16,0,28,0,6
8,NHL,48,0,36,113,131,83,6,52,0,649,NSH,5,39.2,[],3.6,3,3,2,3,73,0,2014-15,14,13:31,0,26,0,3
1,NHL,6,0,36,60,22,10,1,7,0,86,TOR,3,44.4,[],0.0,0,1,1,0,48,0,2014-15,2,14:18,0,2,0,1
2,NHL,8,1,36,23,29,17,3,5,0,88,STL,3,34.3,[],5.9,1,2,3,1,12,0,2014-15,3,11:00,0,0,0,2
