average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,0,1,0,0,0,0,1981-82,BOS,0,0,[],0.0,,2
,2,0,0,NHL,22,1,7,1,11,1,0,0,0,1982-83,BOS,1,1,[],9.1,,10
,0,0,0,NHL,23,0,2,-1,9,0,0,0,0,1983-84,TOT,0,0,[],0.0,,7
,0,0,0,NHL,23,0,2,0,9,0,0,0,0,1983-84,NYR,0,0,[],0.0,,6
,0,0,0,NHL,23,0,0,-1,0,0,0,0,0,1983-84,STL,0,0,[],0,,1
,34,1,0,NHL,24,17,32,5,75,14,2,0,1,1984-85,STL,16,18,[],21.3,,75
,51,2,0,NHL,25,31,70,11,106,13,0,0,7,1985-86,STL,13,38,[],12.3,,72
,32,5,1,NHL,26,13,68,7,83,10,4,0,4,1986-87,TOT,15,17,[],18.1,,69
,0,0,0,NHL,26,0,0,1,3,0,0,0,0,1986-87,STL,0,0,[],0.0,,2
,6,0,1,NHL,26,4,19,-1,25,1,0,0,0,1986-87,HAR,2,4,[],8.0,,30
,26,5,0,NHL,26,9,49,7,55,9,4,0,4,1986-87,DET,13,13,[],23.6,,37
,40,0,1,NHL,27,21,58,20,64,10,3,1,4,1987-88,DET,14,26,[],21.9,,51
,59,3,2,NHL,28,27,69,12,140,20,5,1,4,1988-89,DET,27,32,[],19.3,,73
,35,0,3,NHL,29,23,45,5,96,5,2,1,1,1989-90,DET,10,25,[],10.4,,62
,40,2,2,NHL,30,20,55,20,98,14,2,2,0,1990-91,DET,18,22,[],18.4,,70
,18,0,1,NHL,31,9,32,9,49,5,0,2,1,1991-92,NJD,6,12,[],12.2,,41
,14,1,1,NHL,32,8,61,1,41,5,0,0,0,1992-93,NJD,6,8,[],14.6,,62
,7,0,0,NHL,33,5,21,-6,20,2,0,0,0,1993-94,DAL,2,5,[],10.0,,20
