shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,71,3,0,1995-96,0,0,4.23,OHL,0,5,0,0,1,0,0,16,0,0,0,0,Sarnia Sting
0,0,0,0,576,11,0,1996-97,0,6,4.37,OHL,0,42,0,0,5,0,0,17,0,0,0,0,Sarnia Sting
0,0,0,0,160,4,0,1997-98,0,1,4.50,OHL,0,12,0,0,2,0,0,18,0,0,0,0,Sarnia Sting
228,0,0,207,323,5,0,1998-99,0,1,3.90,OHL,0,21,0,0,4,0,.908,19,4,0,0,0,Kingston Frontenacs
52,0,0,45,120,2,0,1999-00,0,1,3.50,AHL,0,7,0,0,1,0,.865,20,0,1,0,0,Springfield Falcons
0,0,0,0,0,17,0,2008-09,0,0,0,Norway,0,0,0,0,0,0,0,29,0,0,0,0,Valerengen IF Oslo
0,0,0,0,0,16,0,2009-10,0,0,0,Norway,0,0,0,0,0,0,0,30,0,0,0,0,Valerengen IF Oslo
0,0,0,0,0,5,0,2010-11,0,0,0,Norway,0,0,0,0,0,0,0,31,0,0,0,0,Valerengen IF Oslo
0,0,0,0,0,13,0,2011-12,0,0,0,Norway,0,0,0,0,0,0,0,32,0,0,0,0,Valerengen IF Oslo
