pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Madison Capitols,11,0,14,USHL,13,1993-94,17,3
0,Madison West High School,28,0,41,High-WI,24,1994-95,18,13
0,Green Bay Gamblers,22,0,25,USHL,46,1995-96,19,3
72,University of Wisconsin,4,0,5,WCHA,40,1997-98,21,1
73,University of Wisconsin,3,0,3,WCHA,37,1998-99,22,0
78,University of Wisconsin,10,0,14,WCHA,41,1999-00,23,4
76,University of Wisconsin,16,0,19,WCHA,41,2000-01,24,3
109,Jokerit Helsinki,3,0,4,Finland,53,2001-02,25,1
56,Albany River Rats,7,-4,7,AHL,66,2002-03,26,0
100,Albany River Rats,6,1,8,AHL,77,2003-04,27,2
83,Albany River Rats,6,-6,6,AHL,63,2004-05,28,0
81,Albany River Rats,4,-6,5,AHL,58,2005-06,29,1
6,Lowell Devils,2,-11,2,AHL,21,2006-07,30,0
90,Peoria Rivermen,8,5,8,AHL,70,2007-08,31,0
58,Chicago Wolves,10,8,10,AHL,50,2008-09,32,0
53,Jokerit Helsinki,3,0,5,Finland,25,2009-10,33,2
