assists,year,games_played,points,goals,team,age,pim,plus_minus,league
12,1983-84,44,30,18,2 Teams,16,65,0,ON-Jr.A
11,1983-84,40,28,17,Markham Waxers,16,59,0,ON-Jr.A
1,1983-84,4,2,1,Orillia Travelways,16,6,0,ON-Jr.A
30,1984-85,66,53,23,Hamilton Steelhawks,17,86,0,OHL
43,1985-86,54,65,22,Hamilton Steelhawks,18,79,0,OHL
32,1986-87,60,59,27,Hamilton Steelhawks,19,100,0,OHL
11,1987-88,39,24,13,Springfield Indians,20,76,0,AHL
14,1990-91,27,20,6,Capital District Islanders,23,26,0,AHL
8,1991-92,14,15,7,Capital District Islanders,24,34,0,AHL
4,1992-93,19,14,10,Capital District Islanders,25,16,0,AHL
