average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,28,1,0,NHL,23,11,32,3,100,6,4,0,7,1970-71,TOT,10,18,[],10.0,,62
,3,0,0,NHL,23,1,11,0,25,1,0,0,1,1970-71,NYR,1,2,[],4.0,,31
,25,1,0,NHL,23,10,21,3,75,5,4,0,6,1970-71,PIT,9,16,[],12.0,,31
,59,1,1,NHL,24,34,78,18,164,11,3,0,10,1971-72,PIT,15,44,[],9.1,,72
,85,4,2,NHL,25,47,18,25,186,21,6,0,9,1972-73,PIT,29,56,[],15.6,,77
,85,2,4,NHL,26,40,37,21,177,13,7,5,16,1973-74,PIT,24,61,"[{'link': '/awards/voting-1974.html#hart', 'name': 'Hart-7'}]",13.6,,75
,79,6,1,NHL,27,41,43,8,181,19,4,1,13,1974-75,PIT,24,55,[],13.3,,79
,99,4,1,NHL,28,46,24,17,210,24,7,1,20,1975-76,PIT,32,67,[],15.2,,0
,61,2,2,NHL,29,29,20,2,164,13,3,1,13,1976-77,PIT,18,43,[],11.0,,72
,52,1,0,NHL,30,28,18,-11,142,15,4,0,5,1977-78,TOT,19,33,[],13.4,,79
,7,0,0,NHL,30,6,0,0,11,0,0,0,1,1977-78,PIT,0,7,[],0.0,,9
,45,1,0,NHL,30,22,18,-11,131,15,4,0,4,1977-78,LAK,19,26,[],14.5,,70
,37,1,0,NHL,31,24,29,-25,128,7,0,0,6,1978-79,LAK,7,30,[],5.5,,0
,21,0,0,NHL,32,14,12,-17,53,4,1,0,2,1979-80,LAK,5,16,[],9.4,,51
