year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1967-68,16,1,0,0,0,WCJHL,4,Regina Pats,1
1968-69,17,7,5,10,0,M-Cup,11,Regina Pats,17
1970-71,19,1,7,3,0,WCJHL,6,Regina Pats,4
1972-73,21,1,2,3,0,AHL,4,Richmond Robins,4
1974-75,23,1,2,4,0,CHL,11,Salt Lake Golden Eagles,5
1975-76,24,2,0,3,0,AHL,6,Richmond Robins,5
1978-79,27,0,7,1,0,CHL,1,Kansas City Red Wings,1
