power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
3,7,7,2,NHL,1996-97,24,5,OTT,,2,6,-1,0,23,,,21.7,2
2,11,9,1,NHL,1997-98,25,7,OTT,,2,20,-4,1,36,,,19.4,4
1,4,3,0,NHL,1998-99,26,1,OTT,90,2,4,-1,0,13,,,7.7,0
1,6,4,0,NHL,1999-00,27,1,OTT,122,3,2,0,0,11,,,9.1,0
0,4,1,0,NHL,2000-01,28,1,OTT,85,0,2,0,0,13,,,7.7,1
3,12,13,3,NHL,2001-02,29,7,OTT,261,6,4,6,0,55,,,12.7,4
4,18,8,1,NHL,2002-03,30,4,OTT,324,4,12,-3,0,41,,,9.8,0
0,7,3,0,NHL,2003-04,31,1,OTT,140,2,2,0,0,29,,,3.4,1
1,10,10,0,NHL,2005-06,33,2,OTT,212,8,4,2,0,24,,,8.3,1
0,20,0,0,NHL,2006-07,34,0,OTT,467,8,10,4,1,66,,,21.2,0
0,2,0,0,NHL,2007-08,35,0,OTT,39,0,0,-2,0,5,9,,0.0,0
0,6,8,0,NHL,2009-10,37,2,OTT,137,6,2,-2,0,9,22,,22.2,2
1,4,2,0,NHL,2011-12,39,2,OTT,72,0,0,-3,0,15,20,,13.3,1
3,10,10,0,NHL,2012-13,40,4,OTT,192,6,6,5,1,27,45,,14.8,0
0,3,0,0,NHL,2013-14,41,0,DET,47,0,2,-1,0,2,6,,0.0,0
