assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
40,4,22,29,18:21,5.0,1.4,19,1431,11,LW,6.4,29,MIN,/players/h/havlama01.html,0,52,3,-10,Martin Havlat,9.6,2011,62,0,78,229
45,3,17,27,19:29,4.6,1.9,9,1384,15,C,6.6,30,MIN,/players/k/koivumi01.html,0,50,7,4,Mikko Koivu,8.9,2011,62,1,71,191
28,3,18,37,16:48,3.0,1.5,10,1378,10,LW,4.5,18,MIN,/players/b/brunean01.html,0,16,8,-7,Andrew Brunette,15.4,2011,46,0,82,117
29,3,17,25,25:03,4.5,4.1,9,2004,6,D,8.6,22,MIN,/players/b/burnsbr01.html,1,98,8,-10,Brent Burns,10.0,2011,46,0,80,170
27,2,12,34,18:02,1.5,1.2,3,1406,16,C,2.7,11,MIN,/players/c/cullema01.html,0,34,5,-14,Matt Cullen,8.0,2011,39,4,78,150
26,2,12,26,15:43,2.8,1.1,12,927,10,C,3.8,16,MIN,/players/b/bouchpi02.html,0,14,0,-3,Pierre-Marc Bouchard,12.2,2011,38,0,59,98
21,1,16,26,15:47,2.1,1.4,13,1262,2,C,3.6,16,MIN,/players/b/brodzky01.html,3,56,2,-4,Kyle Brodziak,12.7,2011,37,1,80,126
19,4,16,30,17:02,2.0,1.5,8,1243,6,RW,3.4,13,MIN,/players/m/miettan01.html,0,38,8,-3,Antti Miettinen,9.5,2011,35,0,73,168
15,3,19,23,15:51,2.3,1.3,15,1204,1,RW,3.6,13,MIN,/players/c/cluttca01.html,1,79,4,-5,Cal Clutterbuck,9.9,2011,34,0,76,191
13,4,12,37,15:20,0.7,1.1,10,1166,1,C,1.8,12,MIN,/players/m/maddejo01.html,0,10,1,-9,John Madden,11.2,2011,25,1,76,107
17,0,7,33,21:46,2.2,2.0,4,1002,6,D,4.2,11,MIN,/players/z/zidlima01.html,0,30,3,-6,Marek Zidlicky,13.2,2011,24,0,46,53
14,0,3,28,20:13,0.4,3.3,3,1496,1,D,3.8,12,MIN,/players/s/schulni01.html,1,38,0,-4,Nick Schultz,6.5,2011,17,0,74,46
7,1,9,28,11:50,0.6,0.7,9,746,0,RW,1.3,7,MIN,/players/k/kobasch01.html,0,19,0,-6,Chuck Kobasew,12.2,2011,16,0,63,74
