assists,team,goals,year,games_played,points,pim,age,plus_minus,league
10,Detroit Jr. Red Wings,9,1993-94,17,19,11,17,0,OHL
24,Detroit Jr. Red Wings,13,1994-95,21,37,18,18,0,OHL
2,Detroit Jr. Red Wings,5,1994-95,5,7,6,18,0,M-Cup
9,Detroit Jr. Whalers,15,1995-96,17,24,30,19,0,OHL
0,Worcester IceCats,0,1995-96,1,0,2,19,0,AHL
0,Kentucky Thoroughblades,1,1996-97,4,1,4,20,0,AHL
2,Kentucky Thoroughblades,0,1997-98,3,2,4,21,0,AHL
1,Lowell Lock Monsters,0,1998-99,3,1,0,22,0,AHL
1,Milwaukee Admirals,0,2000-01,5,1,8,24,0,IHL
0,Providence Bruins,0,2001-02,2,0,4,25,0,AHL
