average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,19,0,0,0,0,0,0,0,0,1965-66,DET,0,0,[],0,,1
,0,0,0,NHL,20,0,2,0,0,0,0,0,0,1966-67,DET,0,0,[],0,,2
,16,0,0,NHL,21,13,18,6,86,2,0,0,1,1967-68,DET,2,14,[],2.3,,57
,0,0,0,NHL,22,0,0,0,0,0,0,0,0,1968-69,DET,0,0,[],0,,1
,45,0,0,WHA,26,0,10,0,0,11,7,0,0,1972-73,LAS,18,27,[],0,,70
,30,1,0,WHA,27,0,16,0,0,2,2,0,0,1973-74,LAS,4,26,[],0,,0
,26,1,0,NHL,28,14,24,-26,82,4,1,2,5,1974-75,TOT,5,21,[],6.1,,75
,9,1,0,NHL,28,3,10,-16,39,2,1,0,3,1974-75,KCS,3,6,[],7.7,,27
,17,0,0,NHL,28,11,14,-10,43,2,0,2,2,1974-75,DET,2,15,[],4.7,,48
,1,0,0,NHL,29,0,6,-10,2,0,0,0,1,1975-76,LAK,0,1,[],0.0,,4
