assists,year,games_played,points,goals,team,age,pim,plus_minus,league
44,1961-62,50,72,28,Montreal Jr. Canadiens,19,56,0,OHA-Jr.
32,1962-63,37,55,23,Montreal Jr. Canadiens,20,59,0,OHA-Jr.
0,1962-63,1,0,0,Hull-Ottawa Canadiens,20,0,0,EPHL
22,1963-64,72,52,30,Omaha Knights,21,43,0,CPHL
1,1964-65,7,2,1,Cleveland/Hershey Bears,22,4,0,AHL
40,1964-65,66,70,30,Omaha Knights,22,59,0,CPHL
36,1965-66,70,59,23,Houston Apollos,23,82,0,CPHL
33,1966-67,54,46,13,Houston Apollos,24,25,0,CPHL
25,1967-68,72,36,11,Cleveland Barons,25,42,0,AHL
38,1968-69,70,61,23,Kansas City Blues,26,65,0,CHL
47,1969-70,62,63,16,Kansas City Blues,27,68,0,CHL
43,1970-71,70,68,25,Kansas City Blues,28,52,0,CHL
47,1971-72,72,78,31,Kansas City Blues,29,67,0,CHL
50,1972-73,72,77,27,Denver Spurs,30,35,0,WHL
50,1973-74,75,73,23,Providence Reds,31,43,0,AHL
11,1974-75,36,13,2,Providence Reds,32,22,0,AHL
8,1975-76,24,11,3,Trail Smoke Eaters,33,24,0,WIHL
5,1976-77,24,5,0,Trail Smoke Eaters,34,4,0,WIHL
6,1977-78,24,8,2,Trail Smoke Eaters,35,4,0,WIHL
