assists,team,goals,year,games_played,points,pim,age,plus_minus,league
18,Thunder Bay Beavers,4,1983-84,23,22,37,16,0,TBJHL
20,North Bay Centennials,4,1984-85,66,24,37,17,0,OHL
30,North Bay Centennials,5,1985-86,59,35,97,18,0,OHL
51,North Bay Centennials,17,1986-87,62,68,68,19,0,OHL
14,Fort Wayne Komets,10,1987-88,43,24,32,20,0,IHL
36,Baltimore Skipjacks,10,1988-89,65,46,50,21,0,AHL
0,Washington Capitals,0,1989-90,4,0,2,22,0,Fr-Tour
7,Baltimore Skipjacks,3,1989-90,26,10,12,22,0,AHL
53,Rochester Americans,13,1990-91,69,66,28,23,0,AHL
26,Rochester Americans,8,1991-92,42,34,16,24,0,AHL
48,San Diego Gulls,24,1992-93,64,72,39,25,0,IHL
