bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,5.04,0,0,SJHL,0,16,0,0,0,0,0,0,98,0,1984-85,Melville Millionaires,0,0,0,0,23,1167
0,0,0,4.88,0,0,WHL,0,17,0,0,0,0,0,0,165,0,1985-86,Saskatoon Blades,10,0,3,21,36,2030
0,2,0,4.18,0,0,WHL,0,18,0,0,0,0,0,0,133,0,1986-87,Saskatoon Blades,11,0,0,20,33,1909
0,1,0,3.71,0,0,WHL,0,19,0,0,0,0,0,0,235,0,1987-88,Saskatoon Blades,19,0,3,44,66,3798
0,1,0,3.47,0,0,AHL,0,20,0,0,0,0,0,0,98,0,1988-89,Adirondack Red Wings,8,0,0,20,30,1694
0,0,0,3.77,0,0,AHL,0,21,0,0,0,0,0,0,116,0,1989-90,Adirondack Red Wings,8,0,6,17,31,1848
0,0,0,3.36,0,0,AHL,0,25,0,0,0,0,0,0,7,0,1993-94,Adirondack Red Wings,0,0,1,1,2,125
0,0,0,4.07,0,252,AHL,0,27,0,221,0,0,0,0,31,.877,1995-96,Hershey Bears,3,0,0,4,8,457
0,0,0,3.96,0,616,IHL,0,28,0,541,0,0,0,0,75,.878,1996-97,Fort Wayne Komets,9,0,4,6,21,1137
0,0,0,3.95,0,1051,IHL,0,29,0,923,0,0,0,0,128,.878,1997-98,Las Vegas Thunder,17,0,5,9,38,1942
