assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Oshawa Legionnaires,1,1997-98,42,12,143,15,0,ON-Jr.A
14,Brampton Battalion,1,1998-99,63,15,108,16,0,OHL
0,Canada,1,1998-99,3,1,2,16,0,U-18
18,Brampton Battalion,2,1999-00,68,20,139,17,0,OHL
15,Brampton Battalion,4,2000-01,53,19,112,18,0,OHL
0,Canada,0,2000-01,7,0,2,18,1,WJC-A
31,Brampton Battalion,12,2001-02,61,43,116,19,1,OHL
1,Canada,0,2001-02,7,1,6,19,4,WJC-A
1,St. John\'s Maple Leafs,0,2001-02,7,1,2,19,2,AHL
8,St. John\'s Maple Leafs,2,2002-03,72,10,72,20,2,AHL
5,St. John\'s Maple Leafs,4,2003-04,70,9,141,21,-8,AHL
4,St. John\'s Maple Leafs,0,2004-05,60,4,108,22,-9,AHL
20,Toronto Marlies,9,2005-06,57,29,100,23,10,AHL
14,Toronto Marlies,4,2006-07,41,18,68,24,-19,AHL
14,Toronto Marlies,13,2007-08,69,27,73,25,3,AHL
9,EV Zug,6,2008-09,41,15,96,26,0,Swiss
12,Albany River Rats,2,2009-10,32,14,22,27,8,AHL
1,Canada,0,2012-13,8,1,2,30,2,WC-A
