giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,16,0,23,0,0,21,1,0,0,179,MDA,0,0,[],4.8,1,0,0,1,0,0,2000-01,0,11:11,0,6,0,0
0,NHL,53,3,24,0,0,79,28,0,4,847,MDA,0,0,[],8.9,5,21,2,7,0,0,2001-02,0,15:59,2,10,0,17
0,NHL,46,1,25,0,0,92,21,0,3,852,MDA,0,0,[],10.9,7,11,-1,10,0,0,2002-03,0,18:31,3,14,0,8
0,NHL,79,1,26,0,0,162,30,0,7,1308,MDA,0,0,[],5.6,6,21,-13,9,0,1,2003-04,0,16:34,2,24,0,14
0,NHL,82,7,28,0,0,229,85,0,25,1378,MDA,0,0,"[{'link': '/awards/voting-2006.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-2006.html#byng', 'name': 'Byng-14'}, {'link': '/awards/voting-2006.html#selke', 'name': 'Selke-17'}]",14.8,21,51,24,34,0,0,2005-06,0,16:48,13,32,1,25
0,NHL,82,3,29,0,0,252,78,0,25,1442,ANA,0,0,"[{'link': '/awards/voting-2007.html#byng', 'name': 'Byng-51'}]",10.7,19,51,16,27,0,0,2006-07,0,17:35,8,46,0,26
33,NHL,82,1,30,421,288,182,52,46,14,1465,TOT,31,55.6,[],9.9,15,34,-21,18,527,0,2007-08,20,17:52,3,62,0,20
20,NHL,33,0,30,175,126,79,16,10,3,551,ANA,13,55.4,[],5.1,4,12,-4,4,217,0,2007-08,4,16:41,0,30,0,9
13,NHL,49,1,30,246,162,103,36,36,11,915,STL,18,55.8,[],13.6,11,22,-17,14,310,0,2007-08,16,18:40,3,32,0,11
22,NHL,46,1,31,154,216,128,44,24,13,877,STL,18,58.0,[],11.7,8,29,-13,15,213,1,2008-09,18,19:05,6,24,0,16
34,NHL,79,3,32,206,315,191,57,46,16,1432,STL,30,53.9,[],12.6,18,33,-9,24,241,0,2009-10,28,18:08,6,18,0,17
15,NHL,58,3,33,142,280,180,50,40,12,1162,STL,23,59.3,[],11.1,14,30,18,20,207,1,2010-11,27,20:02,5,26,0,18
12,NHL,25,2,34,50,108,64,22,3,3,463,STL,11,56.9,[],15.6,7,12,4,10,66,0,2011-12,5,18:32,3,2,0,9
18,NHL,37,2,35,103,138,86,21,10,6,638,STL,13,48.0,[],8.1,6,14,-2,7,95,0,2012-13,13,17:15,1,16,0,8
