power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,11,7,0,NHL,2002-03,26,0,TBL,305,7,6,0,0,26,,,0.0,0
1,23,10,0,NHL,2003-04,27,2,TBL,493,8,16,7,0,25,,SC,8.0,1
0,5,4,0,NHL,2005-06,29,1,TBL,129,3,6,-1,0,6,,,16.7,1
0,6,1,0,NHL,2006-07,30,0,TBL,168,1,2,0,0,14,,,0.0,0
1,6,4,0,NHL,2008-09,32,2,SJS,140,2,8,-1,0,18,34,,11.1,1
1,15,14,0,NHL,2009-10,33,2,SJS,408,12,8,-1,0,47,84,,4.3,1
2,18,16,1,NHL,2010-11,34,4,SJS,471,12,8,-7,0,67,126,,6.0,2
0,5,2,0,NHL,2011-12,35,0,SJS,142,2,4,0,0,9,28,,0.0,0
1,11,8,1,NHL,2012-13,36,3,SJS,244,5,2,-3,0,26,56,,11.5,2
0,7,4,0,NHL,2013-14,37,0,SJS,153,4,8,-1,0,17,42,,0.0,0
1,19,10,1,NHL,2014-15,38,3,NYR,376,7,2,-3,0,32,76,,9.4,2
0,4,1,0,NHL,2015-16,39,0,NYR,78,1,0,0,0,5,17,,0.0,0
