average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,2,0,0,0,NHL,22,2,0,12,-5,23,0,0,0,0,0,0,0,1983-84,MTL,0,0,2,0,0.0,,12,[]
,0,64,0,1,0,NHL,23,22,0,87,11,199,0,6,0,2,3,30,0,1984-85,MTL,9,0,55,0,4.5,,74,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1985.html#calder', 'name': 'Calder-2'}]"
,0,34,0,0,0,NHL,24,9,0,67,4,101,0,6,0,2,2,15,0,1985-86,MTL,8,0,26,0,7.9,,41,[]
,0,44,2,0,0,NHL,25,16,0,124,-5,141,0,5,0,6,0,17,0,1986-87,MTL,11,0,33,0,7.8,,71,[]
,0,61,5,1,0,NHL,26,26,0,172,14,199,0,9,0,10,1,14,0,1987-88,MTL,20,0,41,0,10.1,,71,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-1988.html#norris', 'name': 'Norris-6'}]"
,0,73,6,0,0,NHL,27,27,0,185,35,206,0,7,0,8,1,30,0,1988-89,MTL,15,0,58,0,7.3,,0,"[{'link': '/awards/nhl_all_star.html#1989', 'name': None}, {'link': '/awards/voting-1989.html#hart', 'name': 'Hart-5'}, {'link': '/awards/norris.html#1989', 'name': None}]"
,0,31,1,2,0,NHL,28,15,0,136,20,123,0,6,0,1,0,7,0,1989-90,MTL,9,0,22,0,7.3,,53,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-1990.html#norris', 'name': 'Norris-8'}]"
,0,64,2,2,0,NHL,29,18,0,192,23,187,0,5,0,5,5,29,0,1990-91,CHI,12,0,52,0,6.4,,77,"[{'link': '/awards/nhl_all_star.html#1991', 'name': None}, {'link': '/awards/voting-1991.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1991.html#norris', 'name': 'Norris-3'}]"
,0,56,2,2,0,NHL,30,24,0,245,24,239,0,5,0,2,1,22,0,1991-92,CHI,9,0,47,0,3.8,,80,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-1992.html#norris', 'name': 'Norris-6'}]"
,0,73,2,0,0,NHL,31,15,0,282,14,290,0,7,0,8,4,39,0,1992-93,CHI,15,0,58,0,5.2,,84,"[{'link': '/awards/nhl_all_star.html#1993', 'name': None}, {'link': '/awards/voting-1993.html#hart', 'name': 'Hart-7'}, {'link': '/awards/norris.html#1993', 'name': None}]"
