pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,HK Lipetsk,1,0,1,CIS-2,3,1994-95,15,0
60,HK Lipetsk,5,0,20,CIS-2,40,1995-96,16,15
22,Lada Togliatti,1,0,7,Russia,18,1996-97,17,6
4,Russia,6,0,8,WJC-A,7,1997-98,18,2
48,2 Teams,4,0,14,Russia,39,1997-98,18,10
46,Lada Togliatti,4,0,14,Russia,37,1997-98,18,10
2,Traktor Chelyabinsk,0,0,0,Russia,2,1997-98,18,0
38,Quebec Remparts,22,15,31,QMJHL,21,1998-99,19,9
4,Russia,5,0,8,WJC-A,7,1998-99,19,3
10,Lada Togliatti,1,0,3,Russia,15,1998-99,19,2
82,Cincinnati Mighty Ducks,12,-2,21,AHL,40,1999-00,20,9
45,Cincinnati Mighty Ducks,9,10,15,AHL,65,2000-01,21,6
33,Cincinnati Mighty Ducks,4,-1,10,AHL,23,2001-02,22,6
31,Severstal Cherepovets,2,0,3,Russia,12,2002-03,23,1
54,Albany River Rats,9,-6,14,AHL,42,2003-04,24,5
121,HK Lipetsk,7,0,15,Russia-2,41,2004-05,25,8
