year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,17,11,20,18,0,SMHL,28,Prince Albert Mintos,29
1983-84,18,12,131,15,0,SJHL,53,Humboldt Broncos,27
1984-85,19,9,120,9,0,WHL,62,Saskatoon Blades,18
1985-86,20,10,191,14,0,WHL,61,2 Teams,24
1985-86,20,4,111,7,0,WHL,40,Saskatoon Blades,11
1985-86,20,6,80,7,0,WHL,21,Portland Winter Hawks,13
1986-87,21,27,210,18,0,WHL,69,Portland Winter Hawks,45
1987-88,22,11,98,12,0,IHL,38,Colorado Rangers,23
1988-89,23,7,157,5,0,IHL,37,Denver Rangers,12
1989-90,24,12,244,15,0,IHL,71,Flint Spirits,27
1990-91,25,14,187,14,0,IHL,61,Kansas City Blades,28
1991-92,26,5,24,2,0,ECHL,10,Knoxville Cherokees,7
1991-92,26,4,54,4,0,IHL,27,Muskegon Lumberjacks,8
1991-92,26,7,62,13,0,ColHL,27,St. Thomas Wildcats,20
1992-93,27,10,163,24,0,ColHL,59,Muskegon Fury,34
1992-93,27,0,0,0,0,IHL,1,Cleveland Lumberjacks,0
1993-94,28,19,227,34,0,ColHL,63,Wichita Thunder,53
1994-95,29,2,27,4,0,Aut-Cup,44,Lee Valley Lions,6
1994-95,29,11,32,5,0,Britain-2,12,Lee Valley Lions,16
1994-95,29,13,167,23,0,CHL,55,Wichita Thunder,36
1995-96,30,2,30,1,0,ECHL,8,Louisiana IceGators,3
1996-97,31,4,150,7,0,ECHL,32,Louisiana IceGators,11
