average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,10,0,0,NHL,23,0,36,0,0,0,0,0,0,1927-28,BOS,9,1,[],0,,42
,8,0,0,NHL,24,0,83,0,0,0,0,0,0,1928-29,NYA,6,2,[],0,,43
,3,0,0,NHL,25,0,26,0,0,0,0,0,0,1929-30,TOT,1,2,[],0,,38
,3,0,0,NHL,25,0,22,0,0,0,0,0,0,1929-30,OTS,1,2,[],0,,25
,0,0,0,NHL,25,0,4,0,0,0,0,0,0,1929-30,BOS,0,0,[],0,,13
,0,0,0,NHL,26,0,4,0,0,0,0,0,0,1930-31,OTS,0,0,[],0,,11
