assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
52,2,26,33,,4.9,0.9,15,,25,C,5.8,26,SJS,/players/k/kisioke01.html,1,90,9,-15,Kelly Kisio,17.1,1993,78,2,78,152
44,1,22,24,,3.7,0.6,8,,11,LW,4.3,32,SJS,/players/g/garpejo01.html,1,56,14,-26,Johan Garpenlov,12.9,1993,66,0,79,171
20,1,23,23,,2.7,0.5,16,,13,RW,3.3,7,SJS,/players/g/gaudrro01.html,0,18,5,-18,Rob Gaudreau,12.0,1993,43,2,59,191
19,1,12,28,,0.0,0.5,9,,2,C,0.5,16,SJS,/players/e/evasode01.html,1,132,3,-35,Dean Evason,11.2,1993,31,0,84,107
14,1,14,20,,1.6,0.0,8,,6,RW,1.6,6,SJS,/players/f/fallopa01.html,2,12,5,-25,Pat Falloon,10.7,1993,28,1,41,131
15,0,12,23,,0.4,0.4,6,,3,RW,0.8,12,SJS,/players/o/odgerje01.html,0,253,6,-26,Jeff Odgers,12.0,1993,27,0,66,100
16,0,7,20,,1.5,1.4,5,,8,D,2.9,8,SJS,/players/o/ozolisa01.html,0,40,2,-9,Sandis Ozolinsh,8.4,1993,23,0,37,83
13,1,7,24,,0.6,0.2,5,,10,C,0.8,3,SJS,/players/c/courted01.html,0,10,2,-15,Ed Courtenay,12.5,1993,20,0,39,56
13,2,7,23,,1.1,1.3,5,,10,D,2.5,3,SJS,/players/p/pederto01.html,0,31,2,-16,Tom Pederson,6.9,1993,20,0,44,102
17,0,3,35,,0.9,0.6,2,,11,D,1.4,6,SJS,/players/w/wilsodo01.html,0,40,1,-28,Doug Wilson,2.7,1993,20,0,42,110
9,0,7,29,,-0.4,0.2,6,,0,LW,-0.1,9,SJS,/players/c/cartejo01.html,0,81,0,-25,John Carter,6.4,1993,16,1,55,110
10,0,5,22,,-0.2,1.5,3,,3,D,1.2,7,SJS,/players/z/zmoledo01.html,0,229,2,-50,Doug Zmolek,5.3,1993,15,0,84,94
8,0,6,24,,-1.6,0.2,4,,0,C,-1.4,5,SJS,/players/s/sullimi01.html,3,30,0,-42,Mike Sullivan,6.3,1993,14,2,81,95
11,0,1,25,,0.2,0.5,0,,4,D,0.7,7,SJS,/players/w/willida01.html,0,49,1,-27,David Williams,1.7,1993,12,0,40,60
6,0,5,24,,-0.3,1.8,4,,0,D,1.4,6,SJS,/players/m/moreja01.html,0,179,0,-35,Jay More,4.7,1993,11,1,73,107
3,0,7,25,,0.3,-0.1,6,,1,LW,0.2,2,SJS,/players/p/pederma01.html,0,22,1,-20,Mark Pederson,16.7,1993,10,0,27,42
6,0,4,20,,0.1,0.1,3,,2,C,0.1,4,SJS,/players/w/whitnra01.html,0,4,1,-14,Ray Whitney,16.7,1993,10,0,26,24
7,0,3,25,,0.2,0.1,2,,0,RW,0.4,7,SJS,/players/c/corriyv01.html,0,0,1,-7,Yvon Corriveau,9.4,1993,10,0,20,32
8,0,2,27,,0.1,0.1,2,,2,LW,0.2,6,SJS,/players/l/lawtobr01.html,0,12,0,-9,Brian Lawton,6.9,1993,10,0,21,29
5,1,4,26,,0.0,0.3,3,,0,RW,0.4,5,SJS,/players/s/snuggda01.html,0,14,0,-3,Dave Snuggerud,7.8,1993,9,1,25,51
2,0,6,29,,-0.1,-0.1,4,,0,C,-0.2,2,SJS,/players/m/mcdonhu01.html,0,6,2,-21,Hubie McDonough,14.6,1993,8,0,30,41
6,0,2,27,,0.0,-0.1,1,,3,LW,-0.1,3,SJS,/players/d/depalla01.html,0,41,1,-14,Larry DePalma,6.9,1993,8,0,20,29
7,0,1,25,,-0.5,0.2,0,,2,D,-0.4,4,SJS,/players/w/wilkine01.html,1,96,0,-50,Neil Wilkinson,2.0,1993,8,1,59,51
3,0,4,30,,0.2,0.1,1,,1,LW,0.3,2,SJS,/players/s/skrikpe01.html,0,6,2,-8,Petri Skriko,11.4,1993,7,1,17,35
4,0,3,28,,-0.3,0.0,1,,0,RW,-0.3,3,SJS,/players/b/berezpe01.html,1,28,1,-18,Perry Berezan,8.1,1993,7,1,28,37
5,0,2,23,,0.1,0.1,2,,2,C,0.3,3,SJS,/players/q/quintje01.html,0,4,0,-4,Jean-Francois Quintin,16.7,1993,7,0,14,12
6,0,1,29,,-1.0,0.0,0,,1,LW,-1.0,5,SJS,/players/m/maleyda01.html,0,126,1,-25,David Maley,2.1,1993,7,0,43,48
7,0,0,24,,-1.1,1.3,0,,0,D,0.1,6,SJS,/players/z/zettlro01.html,1,150,0,-50,Rob Zettler,0.0,1993,7,0,80,60
0,1,5,26,,-0.9,0.0,5,,0,RW,-0.8,0,SJS,/players/b/bawaro01.html,0,47,0,-25,Robin Bawa,20.0,1993,5,0,42,25
1,0,4,28,,0.0,0.3,4,,0,RW,0.2,1,SJS,/players/b/byersly01.html,0,122,0,-2,Lyndon Byers,22.2,1993,5,0,18,18
3,0,2,24,,0.1,0.7,2,,0,D,0.8,3,SJS,/players/a/aholape01.html,0,16,0,-6,Peter Ahola,6.3,1993,5,0,20,32
3,0,2,28,,-0.1,-0.1,0,,2,RW,-0.2,1,SJS,/players/b/bruceda01.html,0,33,2,-14,David Bruce,5.6,1993,5,0,17,36
0,0,4,23,,-0.4,0.0,2,,0,LW,-0.4,0,SJS,/players/p/picarmi01.html,0,24,2,-17,Michel Picard,12.5,1993,4,0,25,32
1,0,3,21,,0.2,0.0,3,,0,C,0.3,1,SJS,/players/c/craigda01.html,0,4,0,-4,Dale Craigwell,42.9,1993,4,0,8,7
3,0,0,26,,-0.3,-0.1,0,,1,C,-0.3,2,SJS,/players/m/morrijo02.html,0,6,0,-10,Jon Morris,0.0,1993,3,0,13,11
1,0,1,20,,-0.3,0.1,1,,0,C,-0.2,1,SJS,/players/w/wooddo01.html,0,71,0,-5,Dody Wood,10.0,1993,2,0,13,10
2,0,0,24,,-0.1,0.0,0,,1,D,-0.1,1,SJS,/players/k/kolstde01.html,0,12,0,-9,Dean Kolstad,0.0,1993,2,0,10,22
2,0,0,24,,-0.1,0.0,0,,1,C,-0.2,1,SJS,/players/o/otevrja01.html,0,0,0,-6,Jaroslav Otevrel,0.0,1993,2,0,7,4
0,0,1,22,,0.0,0.1,1,,0,C,0.0,0,SJS,/players/b/beaufma01.html,0,0,0,-1,Mark Beaufait,33.3,1993,1,0,5,3
1,0,0,24,,0.0,0.0,0,,0,G,3.6,0,SJS,/players/h/hackeje01.html,0,4,0,0,Jeff Hackett,,1993,1,0,36,0
1,0,0,32,,0.0,0.0,0,,0,G,1.2,0,SJS,/players/h/haywabr01.html,0,2,0,0,Brian Hayward,,1993,1,0,18,0
1,0,0,23,,-0.2,-0.4,0,,0,D,-0.6,1,SJS,/players/m/maclepa02.html,0,10,0,-19,Pat MacLeod,0.0,1993,1,0,13,20
1,0,0,24,,0.0,0.1,0,,0,D,0.1,1,SJS,/players/s/scremcl01.html,0,4,0,-1,Claudio Scremin,0.0,1993,1,0,4,4
0,0,0,25,,0.0,0.0,0,,0,G,0.3,0,SJS,/players/f/flahewa01.html,0,0,0,0,Wade Flaherty,,1993,0,0,1,0
0,0,0,25,,0.0,0.0,0,,0,G,6.8,0,SJS,/players/i/irbear01.html,0,10,0,0,Arturs Irbe,,1993,0,0,36,0
0,0,0,29,,0.0,0.0,0,,0,RW,0.0,0,SJS,/players/k/kravemi01.html,0,0,0,-1,Mikhail Kravets,,1993,0,0,1,0
