shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,RW,13.8,20,181,20,0,19,1,25,34,Pat Falloon,4.1,0.4,59,5,16,,79,-32,3.7,14,/players/f/fallopa01.html
3,,RW,10.7,20,168,10,1,29,1,18,28,Brian Mullen,3.1,0.8,46,5,66,,72,-14,2.4,7,/players/m/mullebr01.html
1,,RW,16.1,13,137,11,0,27,1,22,16,David Bruce,2.9,0.4,38,10,46,,60,-20,2.5,3,/players/b/bruceda01.html
0,,LW,11.5,9,131,8,1,26,1,15,22,Brian Lawton,2.1,0.2,37,7,42,,59,-25,1.9,12,/players/l/lawtobr01.html
3,,C,16.2,13,68,6,3,32,2,11,26,Kelly Kisio,2.6,0.6,37,2,54,,48,-7,2.0,10,/players/k/kisioke01.html
0,,D,7.3,10,123,5,0,34,0,9,19,Doug Wilson,2.1,0.0,28,4,26,,44,-38,2.1,9,/players/w/wilsodo01.html
0,,D,3.3,14,91,1,0,24,1,3,25,David Williams,3.4,2.1,28,2,40,,56,-13,1.3,11,/players/w/willida01.html
0,,C,12.5,11,88,10,0,27,1,11,15,Dean Evason,0.7,0.6,26,1,99,,74,-22,0.1,4,/players/e/evasode01.html
0,,RW,7.0,7,114,5,0,26,0,8,14,Wayne Presley,0.5,-0.1,22,3,76,,47,-29,0.6,7,/players/p/preslwa01.html
1,,C,10.7,6,112,7,0,27,2,12,7,Perry Berezan,0.3,0.3,19,4,30,,66,-26,0.0,1,/players/b/berezpe01.html
0,,C,11.1,8,72,7,1,23,1,8,11,Mike Sullivan,0.2,0.5,19,1,15,,64,-18,-0.3,2,/players/s/sullimi01.html
0,,D,4.2,11,95,3,0,24,0,4,15,Neil Wilkinson,3.0,2.4,19,1,107,,60,-11,0.6,4,/players/w/wilkine01.html
0,,D,6.7,8,60,3,0,23,1,4,13,Jay More,1.2,0.5,17,1,85,,46,-32,0.7,5,/players/m/moreja01.html
0,,LW,7.6,6,105,6,0,31,0,8,8,Steve Bozek,-0.2,0.1,16,2,27,,58,-30,-0.3,2,/players/b/bozekst01.html
0,,C,13.2,10,38,1,0,20,2,5,11,Dale Craigwell,0.9,0.4,16,4,8,,32,-3,0.5,1,/players/c/craigda01.html
0,,D,6.5,2,77,2,0,22,0,5,11,Pat MacLeod,0.9,0.0,16,3,4,,37,-32,0.9,9,/players/m/maclepa02.html
2,,LW,11.5,4,96,6,0,32,1,11,4,Paul Fenton,-0.4,-0.2,15,3,33,,60,-39,-0.2,0,/players/f/fentopa01.html
0,,D,5.4,6,93,3,1,28,0,5,10,Ken Hammond,2.0,1.3,15,2,82,,46,-17,0.7,3,/players/h/hammoke01.html
0,,D,8.2,3,73,3,0,23,0,6,6,Link Gaetz,1.3,0.8,12,3,326,,48,-27,0.5,3,/players/g/gaetzli01.html
0,,LW,7.0,8,57,4,0,30,0,4,8,Perry Anderson,-0.3,0.3,12,0,143,,48,-17,-0.6,0,/players/a/anderpe01.html
0,,C,6.5,5,31,2,0,25,0,2,10,Tony Hrkac,0.6,0.3,12,0,4,,22,-2,0.3,5,/players/h/hrkacto01.html
