shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,RW,10.9,3,64,7,0,22,0,7,4,Jeff Odgers,-0.5,0.4,11,0,217,,61,-21,-0.9,1,/players/o/odgerje01.html
0,,LW,23.8,4,21,4,0,23,1,5,6,Johan Garpenlov,1.0,0.1,11,1,4,,12,-2,0.8,2,/players/g/garpejo01.html
0,,D,1.4,4,72,1,3,23,0,1,8,Rob Zettler,1.7,2.4,9,0,99,,74,-23,-0.7,1,/players/z/zettlro01.html
1,,D,5.4,1,56,2,0,29,1,3,1,Bob McGill,0.4,1.1,4,0,70,,62,-34,-0.7,0,/players/m/mcgilbo01.html
0,,LW,5.9,2,17,1,0,27,0,1,3,Don Barber,-0.1,0.0,4,0,2,,12,-7,-0.1,1,/players/b/barbedo01.html
0,,C,25.0,0,12,3,0,22,0,3,0,Jean-Francois Quintin,0.4,0.2,3,0,0,,8,2,0.2,0,/players/q/quintje01.html
0,,C,0.0,1,4,0,0,19,0,0,3,Ray Whitney,0.2,0.0,3,0,0,,2,-1,0.2,2,/players/w/whitnra01.html
0,,C,18.2,0,11,2,0,28,0,2,0,Craig Coxe,0.0,0.0,2,0,19,,10,-4,-0.1,0,/players/c/coxecr01.html
0,,G,,0,0,0,0,23,0,0,2,Jeff Hackett,7.7,0.0,2,0,8,,42,0,0.0,0,/players/h/hackeje01.html
0,,D,0.0,2,4,0,0,24,0,0,2,Rick Lessard,0.2,0.2,2,0,16,,8,-4,0.0,0,/players/l/lessari01.html
0,,LW,20.0,0,5,1,0,26,0,1,0,Mike McHugh,-0.1,0.0,1,0,14,,8,-3,-0.1,0,/players/m/mchugmi01.html
0,,D,0.0,1,7,0,0,23,0,0,1,Michael Colman,0.1,0.3,1,0,32,,15,-8,-0.2,0,/players/c/colmami01.html
0,,LW,0.0,1,4,0,0,26,0,0,1,Kevin Evans,0.0,0.1,1,0,25,,5,0,-0.1,0,/players/e/evanske01.html
0,,G,,0,0,0,0,24,0,0,1,Arturs Irbe,1.4,0.0,1,0,0,,13,0,0.0,0,/players/i/irbear01.html
0,,G,,0,0,0,0,26,0,0,1,Jarmo Myllys,3.1,0.0,1,0,2,,27,0,0.0,0,/players/m/myllyja01.html
0,,C,,1,0,0,0,33,0,0,1,Mark Pavelich,0.0,0.0,1,0,4,,2,-2,0.0,0,/players/p/pavelma02.html
0,,LW,0.0,1,19,0,0,25,0,0,1,Dave Snuggerud,-0.5,-0.2,1,0,4,,11,-12,-0.3,0,/players/s/snuggda01.html
0,,LW,0.0,0,5,0,0,28,0,0,0,John Carter,-0.1,0.0,0,0,0,,4,-2,-0.2,0,/players/c/cartejo01.html
0,,RW,0.0,0,7,0,0,23,0,0,0,Ed Courtenay,-0.3,-0.1,0,0,0,,5,-6,-0.2,0,/players/c/courted01.html
0,,G,,0,0,0,0,24,0,0,0,Wade Flaherty,0.7,0.0,0,0,0,,3,0,0.0,0,/players/f/flahewa01.html
0,,G,,0,0,0,0,31,0,0,0,Brian Hayward,0.5,0.0,0,0,14,,7,0,0.0,0,/players/h/haywabr01.html
0,,LW,0.0,0,2,0,0,28,0,0,0,Mikhail Kravets,0.0,0.0,0,0,0,,1,0,0.0,0,/players/k/kravemi01.html
0,,RW,0.0,0,2,0,0,26,0,0,0,Peter Lappin,0.0,0.0,0,0,0,,1,0,0.0,0,/players/l/lappipe01.html
0,,D,0.0,0,18,0,0,23,0,0,0,Claudio Scremin,0.2,0.4,0,0,25,,13,-4,-0.3,0,/players/s/scremcl01.html
