offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
2.3,Ulf Dahlen,6,1,-2,12.9,28,85,23,RW,2.8,34,46,9,0.5,4,4,,0,11,14,,11
1.8,Jeff Friesen,9,1,-8,17.4,18,86,10,C,2.1,25,48,2,0.4,2,5,,1,15,7,,14
1.9,Ray Whitney,9,0,-7,19.4,22,67,12,LW,2.2,25,39,4,0.3,1,4,,0,13,8,,14
2.1,Sandis Ozolinsh,5,1,-6,10.8,22,83,16,D,3.8,25,48,2,1.7,2,3,,0,9,14,,30
1.4,Sergei Makarov,9,0,-4,17.9,36,56,14,RW,1.9,24,43,2,0.4,1,1,,0,10,12,,40
1.3,Igor Larionov,4,0,-3,5.8,34,69,20,C,1.6,24,33,2,0.3,1,0,,2,4,16,,14
1.2,Craig Janney,3,0,-4,16.1,27,31,15,C,1.4,20,27,7,0.2,1,2,,0,5,8,,10
1.0,Pat Falloon,12,0,-4,13.2,22,91,7,RW,1.5,19,46,1,0.5,3,0,,0,12,6,,25
1.3,Todd Elik,3,0,3,14.0,28,50,10,C,1.7,17,22,2,0.4,0,4,,0,7,8,,18
0.9,Tom Pederson,5,0,-14,8.5,25,59,11,D,2.1,16,47,5,1.1,0,0,,0,5,6,,31
0.5,Chris Tancill,2,1,1,7.7,26,39,11,LW,0.9,14,26,0,0.4,0,0,,0,3,11,,10
0.9,Kevin Miller,4,1,0,14.6,29,41,7,LW,1.2,13,21,1,0.3,2,1,,0,6,6,,13
0.0,Jamie Baker,6,1,-7,11.7,28,60,4,C,0.3,11,43,0,0.3,0,0,,1,7,3,,22
0.6,Jeff Norton,1,0,1,4.8,29,21,9,D,1.5,10,20,1,1.0,0,0,,0,1,8,,39
-0.3,Gaetan Duchesne,2,0,-6,4.2,32,48,7,LW,0.0,9,33,0,0.2,0,0,,0,2,7,,16
0.1,Mike Rathje,2,0,-1,5.3,20,38,7,D,1.9,9,42,2,1.8,0,0,,0,2,5,,29
0.0,Andrei Nazarov,3,0,-1,15.8,20,19,5,LW,0.3,8,26,1,0.3,0,0,,0,3,4,,94
-0.8,Jeff Odgers,4,0,-8,8.5,25,47,3,RW,-0.5,7,48,0,0.4,1,0,,0,4,3,,117
0.4,Jim Kyte,2,0,-7,14.3,30,14,5,D,0.8,7,18,2,0.3,1,0,,0,2,3,,33
-0.4,Jay More,0,0,7,0.0,26,25,6,D,2.1,6,45,0,2.5,0,0,,0,0,6,,71
0.2,Ilja Byakin,0,0,-9,0.0,31,19,5,D,0.1,5,13,2,0.0,0,0,,0,0,3,,14
0.0,Bob Errey,2,0,4,10.5,30,19,2,LW,0.4,4,13,0,0.3,0,0,,0,2,2,,27
0.0,Michal Sykora,0,0,6,0.0,21,6,4,D,1.2,4,16,0,1.1,0,0,,1,0,3,,10
0.1,Viacheslav Butsayev,2,0,-2,33.3,24,6,0,C,0.1,2,6,0,0.0,0,0,,0,2,0,,0
-0.3,Viktor Kozlov,2,0,-5,8.7,19,23,0,RW,-0.2,2,16,0,0.0,0,0,,0,2,0,,2
-0.2,Johan Garpenlov,1,0,-3,6.3,26,16,1,RW,-0.2,2,13,0,0.1,0,0,,0,1,1,,2
-0.1,Dody Wood,1,0,0,20.0,22,5,1,C,0.0,2,9,0,0.1,0,0,,0,1,1,,29
-0.4,Shawn Cronin,0,0,0,0.0,31,12,2,D,0.9,2,29,0,1.3,0,0,,0,0,2,,61
-0.1,Vlastimil Kroupa,0,0,-7,0.0,19,4,2,D,0.0,2,14,0,0.1,0,0,,1,0,1,,16
0.0,Wade Flaherty,0,0,0,,27,0,1,G,2.6,1,18,0,0.0,0,0,,0,0,0,,0
-0.5,Shean Donovan,0,0,-6,0.0,20,13,0,RW,-0.6,0,14,0,0.0,0,0,,0,0,0,,6
0.0,Arturs Irbe,0,0,0,,27,0,0,G,5.3,0,38,0,0.0,0,0,,0,0,0,,4
