goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
-0.2,0,NHL,1,MTL,20,20,0,0,0,4,0,0,0,0,0,0,0,0,0,.714,1996-97,14,12.00,0,[],10
6.1,0,NHL,37,NSH,1954,22,18,100,1,96,0,-0.01,4,1,12,1,0,0,0,.908,1998-99,1041,2.95,6,"[{'link': '/awards/voting-1999.html#calder', 'name': 'Calder-13'}]",945
5.5,0,NHL,33,NSH,1879,23,20,100,1,87,0,-0.19,1,1,9,1,0,0,0,.904,1999-00,908,2.78,8,[],821
6.4,0,NHL,37,NSH,2088,24,17,93,0,85,0,5.93,5,2,13,0,0,0,0,.910,2000-01,940,2.44,2,[],855
3.8,0,NHL,29,NSH,1471,25,14,106,0,66,0,-3.46,4,2,5,0,0,0,0,.903,2001-02,678,2.69,2,[],612
12.5,0,NHL,69,NSH,3974,26,31,90,1,146,0,15.45,11,3,25,1,0,0,0,.918,2002-03,1771,2.20,28,"[{'link': '/awards/voting-2003.html#vezina', 'name': 'Vezina-10'}]",1625
11.6,0,NHL,73,NSH,4221,27,29,102,2,178,0,-3.63,10,3,34,2,0,0,0,.909,2003-04,1958,2.53,35,"[{'link': '/awards/voting-2004.html#vezina', 'name': 'Vezina-8'}]",1780
15.8,0,NHL,61,NSH,3601,29,18,82,2,160,0,35.88,7,4,36,2,0,0,0,.919,2005-06,1984,2.67,26,"[{'link': '/awards/voting-2006.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2006.html#hart', 'name': 'Hart-16'}, {'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-4'}]",1824
10.1,0,NHL,44,NSH,2601,30,12,84,2,104,0,19.09,4,5,27,2,0,0,0,.920,2006-07,1299,2.40,4,[],1195
0,7,NHL,69,FLA,4031,31,0,90,6,180,69,21.04,8,4,30,6,.594,0,41,.919,2007-08,0,2.68,4,[],0
14.6,4,NHL,59,FLA,3324,32,23,81,1,138,55,31.75,6,6,26,1,.600,0,33,.926,2008-09,1855,2.49,2,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-2009.html#vezina', 'name': 'Vezina-9'}]",1717
15.7,6,NHL,63,FLA,3695,33,0,85,2,157,62,27.65,0,7,23,2,.613,0,38,.925,2009-10,2081,2.55,0,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-23'}]",1924
12.3,8,NHL,57,FLA,3224,34,28,90,1,137,57,15.71,5,6,22,1,.544,0,31,.922,2010-11,1753,2.55,2,[],1616
8.4,8,NHL,48,WSH,2583,35,17,96,2,108,46,4.31,2,4,25,2,.500,0,23,.917,2011-12,1299,2.51,4,[],1191
3.6,5,NHL,20,PIT,1029,36,4,92,2,42,17,3.71,0,3,13,2,.529,0,9,.919,2012-13,519,2.45,2,[],477
