giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
4,NHL,49,0,23,3,82,60,9,98,0,496,COL,13,0.0,[],6.7,4,5,-6,4,0,0,2007-08,7,10:07,0,120,0,5
14,NHL,79,3,24,3,196,118,20,194,0,915,COL,23,40.0,[],12.7,15,5,-11,15,2,0,2008-09,32,11:35,0,162,0,5
9,NHL,74,1,25,9,180,117,18,197,0,957,COL,18,30.8,[],6.0,7,11,-13,7,4,0,2009-10,28,12:56,0,138,1,10
3,NHL,71,0,26,5,118,73,8,147,0,694,COL,7,37.5,[],6.8,3,3,-7,5,3,0,2010-11,20,9:47,2,189,0,3
3,NHL,75,0,27,1,105,62,11,123,0,540,COL,12,66.7,[],9.7,6,5,0,6,2,0,2011-12,13,7:12,0,164,0,5
2,NHL,0,0,28,10,128,79,12,106,1,628,COL,9,41.2,[],10.1,8,4,4,8,7,0,2012-13,17,13:05,0,83,0,3
1,NHL,71,0,29,8,110,76,13,148,0,733,COL,10,20.0,[],6.6,4,8,2,5,2,1,2013-14,33,10:20,0,122,0,8
6,NHL,82,2,30,8,134,94,12,268,0,917,COL,11,11.1,[],7.4,6,5,-2,7,1,1,2014-15,43,11:11,0,191,0,5
2,NHL,82,1,31,0,107,73,13,240,0,864,COL,6,100.0,[],11.0,7,5,1,8,1,0,2015-16,28,10:32,1,138,0,5
2,NHL,59,0,32,1,47,30,6,150,0,423,TOT,4,0.0,[],16.7,5,1,-3,5,0,0,2016-17,14,7:10,0,145,0,1
0,NHL,28,0,32,0,21,12,1,50,0,165,COL,2,0,[],8.3,1,0,-2,1,0,0,2016-17,2,5:53,0,52,0,0
2,NHL,31,0,32,1,26,18,5,100,0,258,NSH,2,0.0,[],22.2,4,1,-1,4,0,0,2016-17,12,8:20,0,93,0,1
