year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1987-88,15,40,60,70,0,Minor-BC,50,South Delta Selects,110
1988-89,16,4,55,6,0,WHL,46,Seattle Thunderbirds,10
1989-90,17,10,19,5,0,WHL,33,2 Teams,15
1989-90,17,9,19,2,0,WHL,18,Seattle Thunderbirds,11
1989-90,17,1,0,3,0,WHL,15,Swift Current Broncos,4
1990-91,18,16,134,40,0,WHL,62,2 Teams,56
1990-91,18,2,0,7,0,WHL,7,Swift Current Broncos,9
1990-91,18,14,134,33,0,WHL,55,Kamloops Blazers,47
1991-92,19,19,100,25,0,WHL,38,Kamloops Blazers,44
1992-93,20,4,131,16,0,IHL,63,Cleveland Lumberjacks,20
1993-94,21,21,73,32,0,IHL,55,Cleveland Lumberjacks,53
1994-95,22,13,93,17,0,IHL,58,Cleveland Lumberjacks,30
1996-97,24,6,75,12,0,IHL,40,Cleveland Lumberjacks,18
1997-98,25,12,226,31,-3,IHL,81,Grand Rapids Griffins,43
1998-99,26,8,227,25,-5,IHL,73,Cincinnati Cyclones,33
1999-00,27,20,141,21,19,IHL,74,Grand Rapids Griffins,41
2000-01,28,19,90,23,11,IHL,70,Grand Rapids Griffins,42
2001-02,29,10,83,14,0,Germany,57,Eisbaren Berlin,24
