shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
25.0,1990-91,0,0,,0,4,0,1,-2,0,EDM,1,22,0,NHL,0,,5,1,[],0
33.3,1993-94,7,1,,0,3,0,1,2,1,CGY,1,25,0,NHL,0,,2,2,[],0
