assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Medicine Hat Tigers,0,1973-74,6,0,12,16,0,WCJHL
3,Medicine Hat Tigers,0,1974-75,5,3,10,17,0,WCJHL
1,Medicine Hat Tigers,1,1975-76,5,2,33,18,0,WCJHL
0,Medicine Hat Tigers,0,1976-77,4,0,10,19,0,WCJHL
0,Kansas City Red Wings,0,1978-79,3,0,16,21,0,CHL
3,Houston Apollos,0,1979-80,6,3,12,22,0,CHL
3,Wichita Wind,1,1980-81,13,4,42,23,0,CHL
6,Fort Wayne Komets,2,1982-83,10,8,33,25,0,IHL
0,Fort Wayne Komets,0,1983-84,6,0,11,26,0,IHL
0,Toledo Goaldiggers,0,1984-85,6,0,9,27,0,IHL
