assists,team,goals,year,games_played,points,pim,age,plus_minus,league
28,Drumheller Falcons,10,1973-74,57,38,161,16,0,AJHL
2,Medicine Hat Tigers,0,1973-74,13,2,11,16,0,WCJHL
12,Medicine Hat Tigers,1,1974-75,70,13,146,17,0,WCJHL
17,Medicine Hat Tigers,3,1975-76,67,20,257,18,0,WCJHL
28,Medicine Hat Tigers,6,1976-77,70,34,268,19,0,WCJHL
8,Kansas City Red Wings,3,1977-78,63,11,119,20,0,CHL
14,Kansas City Red Wings,2,1978-79,42,16,107,21,0,CHL
2,Kalamazoo Wings,1,1978-79,2,3,7,21,0,IHL
2,Adirondack Red Wings,0,1979-80,29,2,83,22,0,AHL
4,Johnstown Red Wings,0,1979-80,4,4,11,22,0,EHL
2,Houston Apollos,2,1979-80,12,4,36,22,0,CHL
12,Wichita Wind,3,1980-81,64,15,144,23,0,CHL
46,Fort Wayne Komets,16,1982-83,82,62,171,25,0,IHL
20,Fort Wayne Komets,10,1983-84,75,30,124,26,0,IHL
5,Toledo Goaldiggers,2,1984-85,24,7,48,27,0,IHL
