age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,0,0,NHL,5,0,1960-61,0,3,0,,0,2,,MTL,0
23,,0.0,0,2,-1,NHL,6,0,1961-62,0,6,0,,0,2,,MTL,2
24,,0.0,0,0,-4,NHL,5,0,1962-63,0,3,0,,0,0,,MTL,0
25,,16.7,0,1,5,NHL,7,0,1963-64,0,12,2,,0,9,,MTL,3
26,SC,3.2,0,0,4,NHL,13,0,1964-65,0,31,1,,0,18,,MTL,10
27,SC,7.4,0,9,1,NHL,10,0,1965-66,0,27,2,,0,2,,MTL,11
28,,6.3,0,4,0,NHL,10,0,1966-67,0,32,2,,0,2,,MTL,6
29,SC,12.5,2,6,0,NHL,13,1,1967-68,1,24,3,,0,2,,MTL,9
30,SC,7.7,1,4,8,NHL,13,0,1968-69,1,13,1,,0,6,,MTL,5
32,SC,8.6,2,14,5,NHL,0,0,1970-71,3,35,3,,1,15,,MTL,17
33,,0.0,0,2,-3,NHL,6,0,1971-72,0,11,0,,0,0,,MTL,2
36,,0,0,10,0,WHA,11,0,1974-75,0,0,0,,0,2,,QBN,10
37,,0,0,3,-2,WHA,5,0,1975-76,0,0,0,,0,0,,QBN,3
38,,0,0,9,8,WHA,17,0,1976-77,0,0,2,,0,2,,QBN,11
39,,0,0,1,-2,WHA,1,0,1977-78,0,0,0,,0,0,,QBN,1
