pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Victoria Cubs,2,0,4,PCHL,29,1928-29,20,2
40,Victoria Cubs,3,0,11,PCHL,35,1929-30,21,8
36,Tacoma/Vancouver,2,0,12,PCHL,30,1930-31,22,10
61,Bronx Tigers,16,0,31,Can-Am,40,1931-32,23,15
20,Detroit Olympics,8,0,16,IHL,18,1934-35,26,8
26,New Haven Eagles,11,0,15,Can-Am,25,1935-36,27,4
32,New Haven Eagles,22,0,35,IAHL,44,1936-37,28,13
57,New Haven Eagles,26,0,39,IAHL,44,1937-38,29,13
2,Cleveland Barons,4,0,5,IAHL,22,1938-39,30,1
34,Cleveland Barons,18,0,32,IAHL,39,1939-40,31,14
33,Cleveland Barons,22,0,30,AHL,48,1940-41,32,8
48,2 Teams,35,0,48,AHL,56,1941-42,33,13
0,Providence Reds,2,0,2,AHL,2,1941-42,33,0
48,Philadelphia Ramblers,33,0,46,AHL,54,1941-42,33,13
32,Washington Lions,19,0,28,AHL,41,1942-43,34,9
8,Coast Guard Clippers,23,0,38,Exhib.,28,1943-44,35,15
0,Hollywood Wolves,20,0,35,PCHL,15,1944-45,36,15
