year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1951-52,19,6,6,7,0,QJHL,15,Quebec Citadelles,13
1952-53,20,3,9,8,0,QJHL,9,Quebec Citadelles,11
1952-53,20,4,28,6,0,M-Cup,8,Quebec Citadelles,10
1953-54,21,5,2,5,0,QHL,16,Quebec Aces,10
1953-54,21,0,0,2,0,Ed-Cup,7,Quebec Aces,2
1954-55,22,1,4,5,0,QHL,8,Quebec Aces,6
1955-56,23,4,0,3,0,QHL,7,Quebec Aces,7
1956-57,24,2,0,1,0,QHL,10,Quebec Aces,3
1956-57,24,0,6,3,0,Ed-Cup,7,Quebec Aces,3
1957-58,25,5,0,9,0,QHL,12,Quebec Aces,14
1958-59,26,0,2,2,0,AHL,7,Cleveland Barons,2
1959-60,27,1,2,5,0,AHL,7,Cleveland Barons,6
1965-66,33,4,4,3,0,WHL,14,Victoria Maple Leafs,7
1967-68,35,1,2,3,0,AHL,5,Buffalo Bisons,4
