assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Calgary Buffaloes,1,1953-54,8,2,4,16,0,WCJHL
5,Moose Jaw Canucks,4,1954-55,35,9,12,17,0,WCJHL
25,Yorkton Terriers,28,1955-56,48,53,81,18,0,SJHL
38,Melville Millionaires,42,1956-57,50,80,76,19,0,SJHL
0,Calgary Stampeders,0,1956-57,4,0,0,19,0,WHL
14,Calgary Stampeders,7,1957-58,60,21,19,20,0,WHL
20,Calgary Stampeders,15,1958-59,64,35,41,21,0,WHL
47,Sault Ste. Marie Thunderbirds,30,1959-60,69,77,64,22,0,EPHL
35,Buffalo Bisons,20,1960-61,72,55,57,23,0,AHL
42,Buffalo Bisons,22,1961-62,70,64,74,24,0,AHL
0,Calgary Stampeders,1,1961-62,4,1,0,24,0,WHL
42,Quebec Aces,36,1963-64,70,78,30,26,0,AHL
47,Quebec Aces,38,1964-65,72,85,52,27,0,AHL
49,Quebec Aces,32,1965-66,72,81,24,28,0,AHL
60,Quebec Aces,31,1966-67,72,91,34,29,0,AHL
9,Quebec Aces,4,1967-68,13,13,13,30,0,AHL
36,Baltimore Clippers,33,1968-69,65,69,55,31,0,AHL
21,Baltimore Clippers,14,1969-70,64,35,58,32,0,AHL
35,2 Teams,30,1970-71,75,65,41,33,0,WHL
3,Salt Lake Golden Eagles,1,1970-71,8,4,5,33,0,WHL
32,Phoenix Roadrunners,29,1970-71,67,61,36,33,0,WHL
31,Phoenix Roadrunners,17,1971-72,69,48,59,34,0,WHL
33,Phoenix Roadrunners,17,1972-73,67,50,31,35,0,WHL
32,Phoenix Roadrunners,27,1973-74,72,59,23,36,0,WHL
