age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,7.7,1,2,6,NHL,17,0,1985-86,1,13,1,,0,29,,MTL,3
23,,20.0,2,1,1,NHL,13,0,1986-87,0,10,2,,0,29,,MTL,3
24,,0.0,0,0,-5,NHL,11,0,1987-88,0,3,0,,0,11,,MTL,0
25,,9.1,0,1,1,NHL,10,0,1988-89,0,11,1,,1,14,,STL,2
26,,0.0,0,2,-3,NHL,12,0,1989-90,0,6,0,,0,31,,STL,2
27,,8.3,1,2,-1,NHL,10,0,1990-91,0,12,1,,0,22,,WSH,3
28,,0.0,0,0,-4,NHL,7,0,1991-92,0,5,0,,0,19,,WIN,0
29,,0.0,0,2,-2,NHL,4,0,1992-93,0,7,0,,0,4,,WIN,2
30,,0.0,0,0,0,NHL,5,0,1993-94,0,4,0,,0,6,,DAL,0
31,,0.0,0,0,2,NHL,3,0,1994-95,0,1,0,,0,2,,DAL,0
