assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Seattle Thunderbirds,0,2004-05,12,1,0,16,0,WHL
2,Seattle Thunderbirds,3,2005-06,7,5,4,17,0,WHL
3,Seattle Thunderbirds,3,2006-07,11,6,8,18,0,WHL
5,Seattle Thunderbirds,5,2007-08,12,10,4,19,0,WHL
9,Ontario Reign,5,2008-09,7,14,8,20,0,ECHL
7,Manchester Monarchs,7,2009-10,16,14,9,21,0,AHL
7,Manchester Monarchs,4,2010-11,7,11,10,22,0,AHL
5,Skelleftea AIK,4,2012-13,13,9,18,24,0,SEL
5,Skelleftea AIK,3,2013-14,11,8,6,25,0,SweHL
4,Bern,4,2014-15,11,8,4,26,0,Swiss-A
