year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2003-04,17,20,8,22,0,AMHL,29,Lethbridge Y\'s Men Titans,42
2003-04,17,2,12,3,-2,WHL,25,Lethbridge Hurricanes,5
2004-05,18,14,81,12,9,WHL,72,Lethbridge Hurricanes,26
2005-06,19,8,52,12,-10,WHL,67,2 Teams,20
2005-06,19,5,15,7,-4,WHL,35,Lethbridge Hurricanes,12
2005-06,19,3,37,5,-6,WHL,32,Seattle Thunderbirds,8
2006-07,20,33,108,40,-5,WHL,66,3 Teams,73
2006-07,20,0,9,0,-1,WHL,1,Seattle Thunderbirds,0
2006-07,20,23,70,19,-15,WHL,37,Portland Winter Hawks,42
2006-07,20,10,29,21,11,WHL,28,Brandon Wheat Kings,31
2007-08,21,12,41,12,-7,AHL,66,Norfolk Admirals,24
2008-09,22,15,32,18,14,AHL,76,Rockford IceHogs,33
2009-10,23,10,38,13,-5,AHL,72,Rockford IceHogs,23
2010-11,24,17,63,29,14,AHL,76,Rockford IceHogs,46
2011-12,25,14,36,27,-9,AHL,53,2 Teams,41
2011-12,25,2,6,4,-4,AHL,18,Rockford IceHogs,6
2011-12,25,12,30,23,-5,AHL,35,Binghamton Senators,35
2012-13,26,14,36,30,18,AHL,53,Portland Pirates,44
