age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,1,NHL,4,0,1977-78,0,1,0,,0,0,,CBH,0
22,,7.7,2,8,3,NHL,7,0,1979-80,0,26,2,,0,6,,CBH,10
23,,0.0,0,3,2,NHL,3,0,1980-81,0,15,0,,0,2,,CBH,3
24,,4.8,2,10,-1,NHL,15,1,1981-82,1,0,3,,0,32,,CBH,13
25,,9.5,3,11,6,NHL,13,1,1982-83,0,42,4,,0,12,,CBH,15
26,,0.0,0,3,-3,NHL,5,0,1983-84,0,6,0,,0,2,,CBH,3
27,,8.6,1,10,2,NHL,12,0,1984-85,0,35,3,,2,12,,CBH,13
28,,7.1,1,1,-5,NHL,3,0,1985-86,0,14,1,,0,2,,CBH,2
29,,0.0,0,0,-2,NHL,4,0,1986-87,0,17,0,,0,0,,CHI,0
31,,9.1,0,2,1,NHL,4,0,1988-89,0,11,1,,1,0,,CHI,3
32,,4.7,2,12,5,NHL,20,0,1989-90,1,64,3,,1,18,,CHI,15
33,,11.1,0,1,1,NHL,5,0,1990-91,0,18,2,,2,2,,CHI,3
