pim,team,assists,plus_minus,points,league,games_played,year,age,goals
42,Abbotsford Pilots,20,0,51,PIJHL,47,2006-07,16,31
44,Langley Chiefs,39,0,63,BCHL,57,2007-08,17,24
22,Langley Chiefs,35,0,60,BCHL,35,2008-09,18,25
10,Michigan State Spartans,18,0,30,CCHA,38,2009-10,19,12
44,Michigan State Spartans,25,0,33,CCHA,38,2010-11,20,8
0,Binghamton Senators,5,1,6,AHL,14,2010-11,20,1
26,Binghamton Senators,15,-7,23,AHL,60,2011-12,21,8
37,Binghamton Senators,9,11,28,AHL,63,2012-13,22,19
30,Binghamton Senators,10,9,22,AHL,46,2013-14,23,12
45,Binghamton Senators,17,-9,38,AHL,73,2014-15,24,21
36,Stockton Heat,18,7,45,AHL,36,2015-16,25,27
22,Rochester Americans,8,-2,19,AHL,23,2016-17,26,11
