assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,2003-04,2,1,0,HK Riga 2000,15,0,0,EEHL
6,2003-04,14,12,6,Prizma/Riga 86,15,10,0,Latvia
2,2003-04,5,2,0,Latvia,15,8,2,WJ18-B
1,2004-05,5,3,2,Latvia,16,18,2,WJ18-B
11,2005-06,45,15,4,HK Riga 2000,17,16,0,BelOpen
4,2005-06,5,9,5,Latvia,17,20,6,WJ18-B
42,2006-07,61,60,18,Toronto St. Michael\'s Majors,18,64,-19,OHL
7,2006-07,5,10,3,Latvia,18,2,0,WJC-B
0,2006-07,11,2,2,Binghamton Senators,18,9,0,AHL
3,2006-07,6,6,3,Latvia,18,0,0,WC-A
34,2007-08,62,74,40,Mississauga St. Michael\'s Majors,19,42,11,OHL
8,2007-08,5,10,2,Latvia,19,4,4,WJC-B
1,2007-08,3,1,0,Binghamton Senators,19,0,1,AHL
0,2007-08,6,0,0,Latvia,19,0,-1,WC-A
1,2008-09,23,3,2,Binghamton Senators,20,9,-4,AHL
17,2008-09,30,28,11,Mississauga St. Michael\'s Majors,20,35,3,OHL
25,2009-10,72,46,21,Binghamton Senators,21,16,-3,AHL
0,2009-10,4,0,0,Latvia,21,2,-2,Olympics
1,2009-10,6,3,2,Latvia,21,0,0,WC-A
35,2010-11,73,54,19,Binghamton Senators,22,34,4,AHL
1,2011-12,7,2,1,Latvia,23,8,-2,WC-A
2,2011-12,7,6,4,Binghamton Senators,23,0,0,AHL
9,2012-13,35,14,5,Dynamo Riga,24,26,0,KHL
