age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,9.1,1,3,-4,NHL,7,0,1996-97,0,11,1,,0,2,,OTT,4
20,,0.0,0,2,-5,NHL,9,0,1997-98,0,11,0,,0,2,,OTT,2
21,,9.1,0,2,-1,NHL,4,0,1998-99,0,11,1,107,1,2,,OTT,3
23,,0.0,0,0,-3,NHL,4,0,2000-01,0,11,0,110,0,0,,OTT,0
24,,37.5,2,2,4,NHL,12,0,2001-02,1,8,3,335,1,6,,OTT,5
25,,3.1,1,8,1,NHL,18,0,2002-03,1,32,1,458,0,10,,OTT,9
26,,5.6,0,0,-5,NHL,7,0,2003-04,0,18,1,187,1,2,,OTT,1
28,,10.5,0,8,-2,NHL,9,0,2005-06,1,19,2,226,2,10,,OTT,10
29,,13.0,0,7,6,NHL,20,0,2006-07,1,23,3,472,3,10,,OTT,10
30,,0.0,0,1,-4,NHL,4,0,2007-08,0,5,0,77,0,11,8,OTT,1
31,,0.0,0,2,-2,NHL,7,0,2008-09,0,12,0,164,0,0,18,NYR,2
35,,11.1,1,1,2,NHL,5,0,2012-13,0,9,1,79,0,0,14,BOS,2
