shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1952-53,46,0,,0,0,0,0,0,8,NYR,3,20,0,NHL,0,,67,11,[],0
0,1953-54,58,0,,0,0,0,0,0,9,NYR,7,21,0,NHL,0,,67,16,[],0
0,1954-55,87,0,,0,0,0,0,0,14,NYR,2,22,0,NHL,0,,70,16,[],0
0,1955-56,77,0,,0,0,0,0,0,15,NYR,3,23,0,NHL,0,,70,18,[],0
0,1956-57,70,0,,0,0,0,0,0,10,NYR,2,24,0,NHL,0,,65,12,[],0
0,1957-58,62,0,,0,0,0,0,0,7,NYR,4,25,0,NHL,0,,0,11,[],0
0,1958-59,101,0,,0,0,0,0,0,10,NYR,4,26,0,NHL,0,,0,14,[],0
0,1959-60,58,0,,0,0,0,0,0,6,NYR,7,27,0,NHL,0,,67,13,[],0
0,1960-61,62,0,,0,0,0,0,0,10,NYR,7,28,0,NHL,0,,0,17,[],0
0,1961-62,89,0,,0,0,0,0,0,15,NYR,6,29,0,NHL,0,,66,21,[],0
0,1962-63,55,0,,0,0,0,0,0,20,NYR,5,30,0,NHL,0,,0,25,[],0
0,1963-64,75,0,,0,0,0,3,0,31,NYR,5,31,2,NHL,0,,70,36,"[{'link': '/awards/voting-1964.html#norris', 'name': 'Norris-5'}]",2
0,1964-65,63,0,,0,0,0,2,0,20,NYR,2,32,0,NHL,0,,68,22,"[{'link': '/awards/voting-1965.html#norris', 'name': 'Norris-9'}]",0
0,1965-66,92,0,,0,0,0,3,0,29,NYR,4,33,0,NHL,0,,70,33,[],1
0,1966-67,54,0,,0,0,0,10,0,28,NYR,12,34,0,NHL,0,,0,40,"[{'link': '/awards/nhl_all_star.html#1967', 'name': None}, {'link': '/awards/voting-1967.html#hart', 'name': 'Hart-5'}, {'link': '/awards/norris.html#1967', 'name': None}]",2
2.3,1967-68,62,20,,0,220,4,4,12,24,NYR,5,35,2,NHL,0,,74,29,[],1
2.9,1968-69,36,4,,0,140,3,3,2,7,NYR,4,36,1,NHL,0,,56,11,[],1
2.7,1969-70,52,11,,0,147,5,1,-14,16,OAK,4,37,3,NHL,0,,55,20,[],3
3.6,1970-71,18,9,,0,84,8,2,-19,17,TOT,3,38,0,NHL,0,,46,20,[],1
0.0,1970-71,14,5,,0,51,4,0,-20,9,CGS,0,38,0,NHL,0,,28,9,[],0
9.1,1970-71,4,4,,0,33,4,2,1,8,LAK,3,38,0,NHL,0,,18,11,[],1
0.7,1971-72,53,14,,1,138,2,1,-34,17,LAK,1,39,0,NHL,0,,77,18,[],0
4.1,1972-73,28,9,,0,97,2,4,-4,11,LAK,4,40,0,NHL,0,,73,15,[],0
0,1973-74,24,0,,0,0,0,3,0,23,NYJ,3,41,2,WHA,0,,65,26,[],0
5.1,1974-75,28,0,,0,78,0,3,28,10,SDM,4,42,0,WHA,1,,74,14,[],0
0.0,1975-76,6,0,,0,26,0,0,4,3,CGC,0,43,0,WHA,0,,31,3,[],0
