assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Guelph Biltmores,0,1949-50,3,1,2,17,0,OHA-Jr.
16,Guelph Biltmores,6,1950-51,50,22,77,18,0,OHA-Jr.
20,Guelph Biltmores,17,1951-52,51,37,79,19,0,OHA-Jr.
0,Cincinnati Mohawks,0,1951-52,1,0,0,19,0,AHL
