average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,3,0,0,0,NHL,21,2,0,18,-3,17,0,0,0,1,0,0,0,1991-92,BUF,1,0,2,0,5.9,,14,[]
,0,6,1,0,0,NHL,22,3,0,55,3,26,0,2,0,0,0,1,0,1992-93,BUF,2,0,4,0,7.7,,30,[]
,0,12,0,0,0,NHL,23,5,0,39,14,37,0,4,0,0,0,3,0,1993-94,TOT,4,0,8,0,10.8,,37,[]
,0,4,0,0,0,NHL,23,2,0,4,-1,6,0,1,0,0,0,1,0,1993-94,BUF,1,0,3,0,16.7,,7,[]
,0,8,0,0,0,NHL,23,3,0,35,15,31,0,3,0,0,0,2,0,1993-94,CHI,3,0,5,0,9.7,,30,[]
,0,1,1,0,0,NHL,24,0,0,11,-1,14,0,1,0,0,0,0,0,1994-95,CHI,1,0,0,0,7.1,,18,[]
,0,19,1,0,0,NHL,25,13,0,94,31,69,0,4,0,1,1,0,0,1995-96,CHI,5,0,14,0,7.2,,82,[]
,0,18,1,0,0,NHL,26,12,0,62,26,77,0,3,0,0,0,3,0,1996-97,CHI,3,0,15,0,3.9,,81,[]
,0,22,0,1,0,NHL,27,15,0,91,-2,71,0,1,0,1,2,2,0,1997-98,TOT,3,0,19,0,4.2,,80,[]
,0,15,0,1,0,NHL,27,11,0,73,-7,53,0,1,0,0,2,0,0,1997-98,CHI,2,0,13,0,3.8,,60,[]
,0,7,0,0,0,NHL,27,4,0,18,5,18,0,0,0,1,0,2,0,1997-98,PHX,1,0,6,0,5.6,,20,[]
22:46,0,16,0,2,0,NHL,28,13,0,62,15,62,0,0,0,0,1,0,0,1998-99,PHX,2,0,14,0,3.2,1867,82,[]
21:12,0,24,1,0,0,NHL,29,18,0,87,11,73,0,4,0,0,0,2,0,1999-00,PHX,4,0,20,0,5.5,1738,82,[]
20:53,0,16,0,0,0,NHL,30,14,0,86,15,65,0,2,0,0,0,0,0,2000-01,PHX,2,0,14,0,3.1,1712,82,[]
20:47,0,14,1,0,0,NHL,31,6,0,30,14,66,0,5,0,0,0,3,0,2001-02,MDA,5,0,9,0,7.6,1247,60,[]
22:34,0,22,1,0,0,NHL,32,17,0,65,8,87,0,4,0,0,1,0,0,2002-03,MDA,4,0,18,0,4.6,1828,81,[]
21:43,0,7,0,0,0,NHL,33,4,0,42,-5,58,0,1,0,1,0,1,0,2003-04,MDA,2,0,5,0,3.4,1498,69,[]
20:30,0,20,1,0,0,NHL,35,12,0,62,8,85,0,1,0,1,1,5,0,2005-06,TOT,2,0,18,0,2.4,1619,79,[]
19:19,0,18,1,0,0,NHL,35,11,0,48,13,71,0,1,0,1,1,4,0,2005-06,MDA,2,0,16,0,2.8,1178,61,[]
24:30,0,2,0,0,0,NHL,35,1,0,14,-5,14,0,0,0,0,0,1,0,2005-06,VAN,0,0,2,0,0.0,441,18,[]
15:31,0,17,1,0,0,NHL,36,11,0,58,22,31,0,4,0,0,2,0,0,2006-07,MIN,4,0,13,0,12.9,1242,80,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-23'}, {'link': '/awards/voting-2007.html#norris', 'name': 'Norris-19'}]"
13:22,61,11,0,0,37,NHL,37,10,0,42,8,27,0,1,0,0,0,0,6,2007-08,MIN,1,39,10,17,3.7,816,61,[]
