pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Djurgardens IF Stockholm,0,0,1,Sweden,7,1990-91,17,1
2,Djurgardens IF Stockholm,1,0,2,Sweden,10,1991-92,18,1
2,Djurgardens IF Stockholm,2,0,3,Sweden,4,1992-93,19,1
2,Djurgardens IF Stockholm,1,0,3,Sweden,6,1993-94,20,2
2,Djurgardens IF Stockholm,0,0,0,Sweden,3,1994-95,21,0
0,Djurgardens IF Stockholm,0,0,0,Sweden,1,1995-96,22,0
2,Djurgardens IF Stockholm,3,0,3,Sweden,4,1996-97,23,0
4,Djurgardens IF Stockholm,6,0,9,Sweden,13,1997-98,24,3
2,Hamilton Bulldogs,2,0,4,AHL,11,1998-99,25,2
4,HC Davos,3,0,5,Swiss,5,1999-00,26,2
2,MIF Redhawks Malmo,3,0,7,Sweden,9,2000-01,27,4
6,MIF Redhawks Malmo,2,0,2,Sweden,5,2001-02,28,0
4,Djurgardens IF Stockholm,1,0,5,Sweden,12,2002-03,29,4
4,Djurgardens IF Stockholm,1,0,5,Sweden,12,2003-04,30,4
0,Djurgardens IF Stockholm,1,0,3,Sweden,4,2004-05,31,2
2,Djurgardens IF Stockholm,0,0,2,Sweden,5,2007-08,34,2
2,Jokerit Helsinki,2,0,7,Finland,3,2009-10,36,5
0,HV 71 Jonkoping,0,0,0,Sweden,4,2010-11,37,0
