game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
4,15.0,2,40,0,22,218,19,2,1998-99,8,0,6,6,COL,,4,,NHL
2,9.1,7,44,1,23,315,17,10,1999-00,14,0,4,3,COL,,4,,NHL
2,17.7,5,62,2,24,439,23,5,2000-01,16,0,11,0,COL,SC,4,,NHL
3,8.9,4,56,1,25,357,21,7,2001-02,12,0,5,4,COL,,10,,NHL
1,21.4,5,42,5,29,348,18,9,2005-06,18,1,9,3,BUF,,10,,NHL
3,18.6,3,43,3,30,332,16,5,2006-07,13,0,8,5,BUF,,2,,NHL
1,15.8,3,19,0,31,185,10,3,2007-08,6,0,3,3,NYR,,8,30,NHL
1,20.0,-5,5,0,32,81,6,0,2008-09,1,0,1,1,NYR,,2,12,NHL
0,0.0,0,3,0,34,53,5,1,2010-11,1,0,0,0,NYR,,2,6,NHL
