assists,team,goals,year,games_played,points,pim,age,plus_minus,league
20,Wellington Dukes,4,1989-90,44,24,204,17,0,ON-Jr.B
1,Belleville Bulls,0,1989-90,6,1,0,17,0,OHL
14,Wellington Dukes,11,1990-91,50,25,109,18,0,ON-Jr.B
31,Wellington Dukes,17,1991-92,42,48,66,19,0,ON-Jr.A
54,Wellington Dukes,21,1992-93,48,75,84,20,0,ON-Jr.A
19,Albany River Rats,4,1993-94,65,23,79,21,0,AHL
36,Albany River Rats,7,1994-95,77,43,101,22,0,AHL
30,Albany River Rats,14,1995-96,80,44,107,23,0,AHL
27,Albany River Rats,12,1996-97,77,39,113,24,0,AHL
49,Albany River Rats,14,1997-98,80,63,101,25,15,AHL
3,Las Vegas Thunder,1,1998-99,8,4,28,26,-4,IHL
8,Worcester IceCats,7,1998-99,16,15,18,26,0,AHL
25,Worcester IceCats,10,1999-00,54,35,124,27,0,AHL
15,Kansas City Blades,4,2000-01,42,19,76,28,-16,IHL
18,Manitoba Moose,6,2001-02,34,24,69,29,18,AHL
24,Manitoba Moose,7,2002-03,60,31,82,30,-10,AHL
6,Springfield Falcons,1,2003-04,9,7,6,31,5,AHL
18,Grand Rapids Griffins,7,2004-05,80,25,64,32,11,AHL
44,Grand Rapids Griffins,12,2005-06,80,56,138,33,25,AHL
23,San Antonio Rampage,6,2006-07,70,29,81,34,-2,AHL
15,San Antonio Rampage,5,2007-08,66,20,53,35,-9,AHL
25,Hershey Bears,2,2008-09,63,27,59,36,18,AHL
26,Hershey Bears,6,2009-10,71,32,95,37,29,AHL
19,Oklahoma City Barons,6,2010-11,42,25,25,38,-4,AHL
21,Oklahoma City Barons,3,2011-12,69,24,45,39,13,AHL
2,Springfield Falcons,0,2012-13,24,2,19,40,8,AHL
