average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
15:28,0,11,0,0,0,NHL,19,3,0,32,-14,63,0,3,0,2,0,3,0,1998-99,NYI,5,0,6,0,7.9,974,63,[]
18:33,0,2,0,0,0,NHL,20,2,0,20,-11,30,0,0,0,0,0,0,0,1999-00,NYI,0,0,2,0,0.0,482,26,[]
18:31,0,21,2,0,0,NHL,21,10,0,53,15,91,0,5,0,2,1,3,0,2000-01,EDM,7,0,14,0,7.7,1425,77,[]
23:56,0,25,2,0,0,NHL,22,8,0,45,-5,165,0,1,0,6,1,9,0,2001-02,EDM,7,0,18,0,4.2,1938,81,[]
24:56,0,29,1,0,0,NHL,23,9,0,45,-11,147,0,7,0,1,0,12,0,2002-03,EDM,8,0,21,0,5.4,1994,80,[]
24:40,0,25,1,0,0,NHL,24,9,0,67,-6,135,0,4,0,3,2,7,0,2003-04,EDM,7,0,18,0,5.2,1899,77,[]
23:28,0,9,1,0,0,NHL,26,1,0,45,-17,64,0,5,0,1,0,2,0,2005-06,STL,6,0,3,0,9.4,751,32,[]
24:32,0,29,1,0,0,NHL,27,16,0,69,-10,111,0,4,0,2,1,6,0,2006-07,STL,6,0,23,0,5.4,2011,82,[]
24:38,230,22,0,0,123,NHL,28,11,0,91,-18,101,0,1,0,0,0,10,27,2007-08,STL,1,92,21,47,1.0,1896,77,[]
25:07,111,6,0,0,57,NHL,29,3,0,24,-14,49,0,0,0,1,0,2,16,2008-09,STL,1,40,5,18,2.0,703,28,[]
21:27,184,15,0,0,98,NHL,30,4,0,46,-17,84,0,8,0,0,0,3,18,2009-10,STL,8,76,7,27,9.5,1265,59,[]
22:03,214,16,1,0,120,NHL,31,7,0,81,6,110,0,9,0,0,0,0,23,2010-11,TOT,9,145,7,40,8.2,1675,76,[]
22:14,170,14,1,0,85,NHL,31,6,0,57,1,86,0,8,0,0,0,0,12,2010-11,STL,8,78,6,21,9.3,1201,54,[]
21:34,44,2,0,0,35,NHL,31,1,0,24,5,24,0,1,0,0,0,0,11,2010-11,TBL,1,67,1,19,4.2,475,22,[]
23:16,222,21,0,0,176,NHL,32,16,0,49,-5,83,0,1,0,0,1,3,26,2011-12,TBL,1,197,20,37,1.2,1908,82,[]
20:31,136,12,1,0,94,NHL,33,8,0,30,3,56,0,3,0,1,0,0,13,2012-13,TBL,4,88,8,30,7.1,985,0,[]
17:33,178,17,2,0,99,NHL,34,11,0,59,10,83,0,4,0,0,2,0,17,2013-14,TBL,4,139,13,40,4.8,1352,77,[]
18:41,90,11,1,0,72,NHL,35,7,0,36,-5,33,0,3,0,0,1,0,8,2014-15,TOT,3,87,8,16,9.1,822,44,[]
17:50,36,4,0,0,22,NHL,35,3,0,18,5,14,0,0,0,0,1,0,0,2014-15,TBL,0,35,4,5,0.0,303,17,[]
17:16,21,2,0,0,11,NHL,35,1,0,6,-6,7,0,1,0,0,0,0,3,2014-15,ANA,1,12,1,4,14.3,155,9,[]
20:12,33,5,1,0,39,NHL,35,3,0,12,-4,12,0,2,0,0,0,0,5,2014-15,TOR,2,40,3,7,16.7,363,18,[]
