assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Ottawa Montagnards,0,1922-23,2,0,0,20,0,OCHL
1,Ottawa Montagnards,5,1923-24,6,6,6,21,0,OCHL
0,Ottawa Montagnards,1,1924-25,7,1,8,22,0,OCHL
0,Fort William Forts,0,1925-26,3,0,2,23,0,TBSHL
1,Buffalo Bisons,1,1929-30,7,2,10,27,0,IHL
2,London Tecumsehs,1,1931-32,6,3,0,29,0,IHL
0,St. Louis Flyers,0,1932-33,4,0,2,30,0,AHA
1,St. Louis Flyers,0,1933-34,7,1,2,31,0,AHA
