pim,team,assists,plus_minus,points,league,games_played,year,age,goals
8,Ottawa Primrose,1,0,5,OCJHL,4,1930-31,18,4
4,Ottawa Primrose,3,0,12,M-Cup,9,1930-31,18,9
2,Ottawa Jr. Shamrocks,4,0,8,OCJHL,3,1931-32,19,4
0,Ottawa Shamrocks,0,0,0,OCHL,1,1931-32,19,0
4,Ottawa Shamrocks,0,0,1,OCHL,4,1932-33,20,1
2,Halifax Wolverines,2,0,4,MSHL,6,1933-34,21,2
