pim,team,assists,plus_minus,points,league,games_played,year,age,goals
37,Laval Titan,0,0,0,QMJHL,9,1991-92,17,0
66,Laval Titan,0,0,1,QMJHL,13,1992-93,18,1
14,Laval Titan,2,0,2,M-Cup,5,1992-93,18,0
177,Laval Titan,13,0,17,QMJHL,21,1993-94,19,4
30,Laval Titan,2,0,2,M-Cup,5,1993-94,19,0
6,Charlotte Checkers,0,0,0,ECHL,3,1994-95,20,0
24,Binghamton Rangers,0,0,0,AHL,2,1994-95,20,0
4,Binghamton Rangers,3,0,3,AHL,4,1995-96,21,0
16,Binghamton Rangers,1,0,3,AHL,4,1996-97,22,2
63,Hartford Wolf Pack,1,0,1,AHL,9,1997-98,23,0
87,Fredericton Canadiens,0,0,2,AHL,15,1998-99,24,2
30,Worcester IceCats,5,0,8,AHL,8,1999-00,25,3
28,Hamilton Bulldogs,1,-1,2,AHL,11,2002-03,28,1
34,Quebec RadioX,0,0,2,QNAHL,6,2004-05,30,2
