year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,17,1,12,3,0,Fin-Jr.,8,TPS Turku Jr.,4
1992-93,18,1,6,1,0,Fin-Jr.,5,TPS Turku Jr.,2
1992-93,18,0,0,0,0,Finland,1,TPS Turku,0
1993-94,19,0,8,5,0,Fin-Jr.,7,TPS Turku Jr.,5
1993-94,19,0,2,1,0,Finland,1,TPS Turku,1
1995-96,21,1,6,2,0,Finland,9,HPK Hameenlinna,3
1996-97,22,4,6,2,0,Finland,10,HPK Hameenlinna,6
1998-99,24,5,14,1,0,Finland,8,HPK Hameenlinna,6
1999-00,25,2,2,1,0,Finland,11,Jokerit Helsinki,3
2000-01,26,0,2,0,0,Finland,5,Jokerit Helsinki,0
2001-02,27,3,2,8,0,Finland,12,Jokerit Helsinki,11
2002-03,28,0,0,0,-3,AHL,3,Worcester IceCats,0
2004-05,30,1,14,1,0,Sweden,14,Frolunda HC Goteborg,2
2005-06,31,5,30,2,0,Sweden,17,Frolunda HC Goteborg,7
2006-07,32,0,8,4,0,Swiss,6,SC Rapperswil-Jona Lakers,4
2007-08,33,0,4,1,0,Swiss,4,Rapperswil-Jona Lakers,1
2008-09,34,1,2,0,0,Finland,5,Jokerit Helsinki,1
2009-10,35,0,2,3,0,Finland,3,Jokerit Helsinki,3
