average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
13:43,0,1,0,0,0,NHL,20,1,0,0,0,1,0,0,0,0,0,0,0,2002-03,TOR,0,0,1,0,0.0,27,2,[]
13:56,0,1,0,0,0,NHL,21,1,0,2,1,0,0,0,0,0,0,0,0,2003-04,TOR,0,0,1,0,0,28,2,[]
15:26,0,7,0,0,0,NHL,23,2,0,17,0,21,0,1,0,1,1,2,0,2005-06,TOR,2,0,5,0,9.5,324,21,[]
17:57,0,17,1,0,0,NHL,24,4,0,22,5,60,0,8,0,0,0,5,0,2006-07,TOR,8,0,9,0,13.3,862,48,[]
17:26,56,6,1,0,37,NHL,25,4,0,10,-4,30,0,2,0,0,0,0,7,2007-08,TOR,2,57,4,25,6.7,488,28,[]
18:16,173,30,0,0,82,NHL,26,7,0,35,0,87,0,3,0,0,0,20,11,2008-09,TOT,3,64,27,18,3.4,1333,73,[]
16:52,19,1,0,0,13,NHL,26,0,0,6,-2,9,0,0,0,0,0,1,1,2008-09,TOR,0,10,1,2,0.0,169,10,[]
18:29,154,29,0,0,69,NHL,26,7,0,29,2,78,0,3,0,0,0,19,10,2008-09,STL,3,54,26,16,3.8,1164,63,[]
17:18,172,32,1,1,52,NHL,27,21,1,60,8,74,100.0,2,0,4,1,3,12,2009-10,STL,7,52,25,29,9.5,1159,67,[]
18:08,190,26,1,0,79,NHL,28,10,0,23,-4,81,0,5,0,1,0,10,16,2010-11,STL,6,75,20,21,7.4,1179,65,[]
19:00,180,19,2,0,81,NHL,29,9,0,22,7,68,0,2,0,0,0,8,9,2011-12,STL,2,73,17,14,2.9,1216,64,[]
18:55,27,1,0,0,10,NHL,30,0,0,2,-4,12,0,0,0,0,0,1,0,2012-13,DET,0,12,1,0,0.0,113,6,[]
15:09,52,4,0,0,26,NHL,31,2,0,18,-4,18,0,1,0,0,0,1,1,2013-14,STL,1,29,3,5,5.6,379,25,[]
16:29,108,8,0,0,33,NHL,32,4,0,10,0,42,0,2,0,0,0,2,10,2014-15,PHI,2,46,6,18,4.8,544,33,[]
14:28,59,5,0,0,41,NHL,33,3,0,10,-11,29,0,1,0,0,0,1,3,2015-16,BUF,1,36,4,11,3.4,521,36,[]
