pim,team,assists,plus_minus,points,league,games_played,year,age,goals
12,Czechoslovakia,5,0,7,EJC-A,6,1976-77,17,2
24,TJ Vitkovice,10,0,22,Czech,34,1977-78,18,12
2,Czechoslovakia,1,0,3,WJC-A,6,1977-78,18,2
0,TJ Vitkovice,12,0,34,Czech,44,1978-79,19,22
8,Czechoslovakia,0,0,1,WJC-A,6,1978-79,19,1
2,Czechoslovakia,0,0,0,WEC-A,1,1978-79,19,0
0,TJ Vitkovice,15,0,46,Czech,44,1979-80,20,31
7,Czechoslovakia,2,0,3,Olympics,6,1979-80,20,1
0,TJ Vitkovice,24,0,57,Czech,34,1980-81,21,33
0,Czechoslovakia,2,0,3,WEC-A,8,1980-81,21,1
16,Fredericton Express,5,0,14,AHL,11,1981-82,22,9
18,EHC Freiburg,14,0,30,W.German,36,1989-90,30,16
28,EHC Freiburg,24,0,35,Germany,21,1990-91,31,11
21,SG Brunico,24,0,33,Alpenliga,18,1991-92,32,9
16,SG Brunico,15,0,34,Italy,17,1991-92,32,19
