year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,15,21,0,37,0,High-MN,25,Hastings Raiders,58
1997-98,16,37,0,29,0,High-MN,28,Hastings Raiders,66
1998-99,17,39,0,51,0,High-MN,28,Hastings Raiders,90
1998-99,17,12,26,9,0,USHL,17,Rochester Mustangs,21
1998-99,17,3,29,2,0,WJ18-A,6,United States,5
1999-00,18,10,22,10,0,WCHA,39,University of Minnesota,20
1999-00,18,1,2,4,1,WJC-A,7,United States,5
2000-01,19,12,56,23,0,WCHA,38,University of Minnesota,35
2000-01,19,6,6,2,1,WJC-A,7,United States,8
2001-02,20,34,86,24,0,WCHA,43,University of Minnesota,58
2002-03,21,23,44,26,-13,AHL,57,Springfield Falcons,49
2003-04,22,10,19,6,-3,AHL,15,Springfield Falcons,16
2004-05,23,9,35,10,-19,AHL,27,Utah Grizzlies,19
2005-06,24,11,63,22,-19,AHL,69,2 Teams,33
2005-06,24,6,34,16,-6,AHL,36,Hartford Wolf Pack,22
2005-06,24,5,29,6,-13,AHL,33,San Antonio Rampage,11
2006-07,25,20,22,20,-12,AHL,59,San Antonio Rampage,40
2007-08,26,11,22,10,-1,AHL,27,Wilkes-Barre Penguins,21
2008-09,27,25,65,50,14,AHL,74,Wilkes-Barre Penguins,75
2009-10,28,28,47,28,0,AHL,61,Rochester Americans,56
2010-11,29,30,22,37,10,AHL,74,Rockford IceHogs,67
2011-12,30,18,16,35,-13,AHL,70,Houston Aeros,53
2012-13,31,18,27,53,0,AHL,73,Hershey Bears,71
