pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Detroit Compuware Ambassadors,35,0,60,NAHL,50,1992-93,20,25
6,Lake Superior State,1,0,2,CCHA,6,1993-94,21,1
51,Lake Superior State,28,0,52,CCHA,41,1994-95,22,24
40,Lake Superior State,36,0,52,CCHA,38,1995-96,23,16
38,Orlando Solar Bears,41,0,70,IHL,75,1996-97,24,29
56,2 Teams,44,0,68,IHL,68,1997-98,25,24
36,Indianapolis Ice,36,0,53,IHL,53,1997-98,25,17
20,Milwaukee Admirals,8,0,15,IHL,15,1997-98,25,7
49,Detroit Vipers,35,18,55,IHL,72,1998-99,26,20
38,2 Teams,33,7,55,IHL,66,1999-00,27,22
20,Houston Aeros,16,5,23,IHL,28,1999-00,27,7
18,Cincinnati Cyclones,17,2,32,IHL,38,1999-00,27,15
62,Cincinnati Cyclones,38,9,65,IHL,73,2000-01,28,27
20,Lowell Lock Monsters,10,-8,13,AHL,25,2001-02,29,3
24,Kassel Huskies,11,0,16,Germany,24,2001-02,29,5
63,Linkopings HC,15,0,28,Sweden,38,2003-04,31,13
8,Kloten Flyers,1,0,1,Swiss,4,2003-04,31,0
89,Augsburger Panther,12,0,23,Germany,43,2004-05,32,11
20,Port Huron Flags,13,-5,16,UHL,15,2005-06,33,3
14,Brynas IF Gavle,5,0,8,Sweden,17,2005-06,33,3
