year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1941-42,16,0,0,0,0,N-SJHL,2,Saskatoon Jr. Quakers,0
1942-43,17,0,0,0,0,N-SJHL,3,Prince Albert Black Hawks,0
1942-43,17,1,0,1,0,UOVHL,2,Arnprior RCAF,2
1944-45,19,3,10,1,0,S-SJHL,10,Moose Jaw Canucks,4
1947-48,22,2,2,1,0,USHL,7,Kansas City Pla-Mors,3
1948-49,23,0,2,2,0,USHL,2,Kansas City Pla-Mors,2
1949-50,24,0,2,2,0,USHL,3,Kansas City Pla-Mors,2
1952-53,27,5,18,0,0,WIHL,9,Spokane Flyers,5
1952-53,27,4,2,2,0,Al-Cup,4,Spokane Flyers,6
1953-54,28,4,0,3,0,OSHL,5,Vernon Canadians,7
1954-55,29,2,2,2,0,WIHL,4,Spokane Flyers,4
1955-56,30,3,0,7,0,WIHL,10,Spokane Flyers,10
1955-56,30,4,0,1,0,Al-Cup,6,Spokane Flyers,5
