goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1910-11,9,120,1,0,0,0,0,0,Parkdale Canoe Club,0,0,0,4.50,22,OHA-Sr.,0,0,2,0,0,1
0,0,0,1913-14,2,120,0,0,0,0,0,0,Toronto Blueshirts,1,0,0,1.00,25,NHA,0,0,2,0,1,1
0,0,0,1913-14,8,195,0,0,0,0,0,0,Toronto Blueshirts,0,0,0,2.46,25,St-Cup,0,0,3,0,3,0
0,0,0,1916-17,11,240,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,2.75,28,St-Cup,0,0,4,0,3,1
0,0,0,1917-18,21,300,0,0,0,0,0,0,Toronto Arenas,0,0,0,4.20,29,St-Cup,0,0,5,0,3,2
0,0,0,1918-19,5,120,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,2.50,30,PCHA,0,0,2,0,1,1
0,0,0,1918-19,10,336,1,0,0,0,0,0,Seattle Metropolitans,2,0,0,1.79,30,St-Cup,0,0,5,0,2,2
0,0,0,1919-20,3,120,0,0,0,0,0,0,Seattle Metropolitans,1,0,0,1.50,31,PCHA,0,0,2,0,1,1
0,0,0,1919-20,15,300,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,3.00,31,St-Cup,0,0,5,0,2,3
0,0,0,1920-21,13,120,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,6.50,32,PCHA,0,0,2,0,0,2
0,0,0,1921-22,2,120,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,1.00,33,PCHA,0,0,2,0,0,2
0,0,0,1923-24,4,134,1,0,0,0,0,0,Seattle Metropolitans,0,0,0,1.79,35,PCHA,0,0,2,0,0,1
0,0,0,1924-25,5,240,2,0,0,0,0,0,Victoria Cougars,1,0,0,1.25,36,WCHL,0,0,4,0,2,0
0,0,0,1924-25,8,240,0,0,0,0,0,0,Victoria Cougars,0,0,0,2.00,36,St-Cup,0,0,4,0,3,1
0,0,0,1925-26,6,249,2,0,0,0,0,0,Victoria Cougars,1,0,0,1.45,37,WHL,0,0,4,0,2,0
0,0,0,1925-26,10,240,0,0,0,0,0,0,Victoria Cougars,0,0,0,2.50,37,St-Cup,0,0,4,0,1,3
