goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1908-09,22,180,0,0,0,0,0,0,Parkdale Canoe Club,0,0,0,7.33,20,OHA-Sr.,0,0,3,0,0,3
0,0,0,1909-10,26,240,0,0,0,0,0,0,Parkdale Canoe Club,0,0,0,6.50,21,OHA-Sr.,0,0,4,0,2,2
0,0,0,1910-11,12,240,0,0,0,0,0,0,Parkdale Canoe Club,0,0,0,3.00,22,OHA-Sr.,0,0,4,0,3,1
0,0,0,1911-12,3,60,0,0,0,0,0,0,Toronto Tecumsehs,0,0,0,3.00,23,Exhib.,0,0,1,0,1,0
0,0,0,1912-13,58,779,0,0,0,0,0,0,Toronto Blueshirts,1,0,0,4.47,24,NHA,0,0,15,0,6,7
0,0,0,1913-14,65,1204,0,0,0,0,0,0,Toronto Blueshirts,1,0,0,3.24,25,NHA,0,0,20,0,13,7
0,0,0,1914-15,84,1218,0,0,0,0,0,0,Toronto Blueshirts,0,0,0,4.14,26,NHA,0,0,20,0,8,12
0,0,0,1915-16,66,1080,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,3.67,27,PCHA,0,0,18,0,9,9
0,0,0,1915-16,6,60,0,0,0,0,0,0,PCHA All-Stars,0,0,0,6.00,27,Exhib.,0,0,1,0,0,1
0,0,0,1916-17,80,1465,0,0,0,0,0,0,Seattle Metropolitans,2,0,0,3.28,28,PCHA,0,0,24,0,16,8
0,0,0,1918-19,46,1225,0,0,0,0,0,0,Seattle Metropolitans,0,0,0,2.25,30,PCHA,0,0,20,0,11,9
0,0,0,1919-20,55,1340,0,0,0,0,0,0,Seattle Metropolitans,4,0,0,2.46,31,PCHA,0,0,22,0,12,10
0,0,0,1920-21,68,1551,1,0,0,0,0,0,Seattle Metropolitans,0,0,0,2.63,32,PCHA,0,0,24,0,12,11
0,0,0,1921-22,64,1479,1,0,0,0,0,0,Seattle Metropolitans,4,0,0,2.60,33,PCHA,0,0,24,0,12,11
0,0,0,1922-23,106,1844,0,0,0,0,0,0,Seattle Metropolitans,2,0,0,3.45,34,PCHA,0,0,30,0,15,15
0,0,0,1923-24,99,1824,0,0,0,0,0,0,Seattle Metropolitans,2,0,0,3.26,35,PCHA,0,0,30,0,14,16
0,0,0,1924-25,63,1683,0,0,0,0,0,0,Victoria Cougars,3,0,0,2.25,36,WCHL,0,0,28,0,16,12
0,0,0,1925-26,53,1894,4,0,0,0,0,0,Victoria Cougars,4,0,0,1.68,37,WHL,0,0,30,0,15,11
