year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1979-80,16,2,0,0,0,WHL,6,Regina Pats,2
1979-80,16,0,6,1,0,M-Cup,3,Regina Pats,1
1980-81,17,2,15,5,0,WHL,5,Billings Bighorns,7
1981-82,18,2,4,1,0,WHL,5,Billings Bighorns,3
1982-83,19,0,25,2,0,AHL,5,Hershey Bears,2
1986-87,23,14,10,8,0,IHL,15,Muskegon Lumberjacks,22
1991-92,28,0,8,2,0,ECHL,7,Richmond Renegades,2
1993-94,30,3,8,5,0,CHL,7,Dallas Freeze,8
1996-97,33,9,8,2,0,CHL,9,Wichita Thunder,11
1997-98,34,10,10,9,0,CHL,15,Wichita Thunder,19
1998-99,35,1,6,3,0,CHL,4,Wichita Thunder,4
1999-00,36,1,4,1,0,CHL,5,Wichita Thunder,2
2000-01,37,0,2,1,0,WPHL,12,Lubbock Cotton Kings,1
